Label,Color,Marker,Size,Width,Style,Alpha,La(ppm),Ce(ppm),Pr(ppm),Nd(ppm),Sm(ppm),Eu(ppm),Gd(ppm),Tb(ppm),Dy(ppm),Ho(ppm),Er(ppm),Tm(ppm),Yb(ppm),Lu(ppm),Sc(ppm),V(ppm),Cr(ppm),Co(ppm),Ni(ppm),Cu(ppm),Zn(ppm),Ga(ppm),Rb(ppm),Sr(ppm),Y(ppm),Zr(ppm),Nb(ppm),Sn(ppm),Cs(ppm),Ba(ppm),Hf(ppm),Ta(ppm),Pb(ppm),Th(ppm),U(ppm)
MORB,blue,o,10,1,-,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265,370,50,120,85,110,18,0,95,0,85,0,0,0,3,0,0,2,0,0
MORB,blue,o,10,1,-,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,226,311,50,166,63,84,0,4.1,125,32,105,5.4,0,0,45,0,0,0,0,0
MORB,blue,o,10,1,-,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,390,370,48,160,81,90,47,5.5,120,27,85,10.7,0,0,70,0,0,1,0,0
MORB,blue,o,10,1,-,0.6,0,0,0,11.28,3.73,0,0,0,0,0,0,0,0,0,0,291,0,0,0,0,0,0,2.267,153.1,35,122,6,0,0,0,0,0.325,0,0,0
MORB,blue,o,10,1,-,0.6,4.8,0,0,0,0,0.81,0,0.5,0,0,0,0,0,0,33.2,239,412,36,153,73,63,0,0,0,0,52,0,0,0,0,1.74,0.4,0,0.44,0
MORB,blue,o,10,1,-,0.6,0,0,0,8.3,2.6,0,0,0,0,0,0,0,0,0,41,282,470,45,90,0,0,0,2.94,94,0,0,0,0,0.033,36,0,0,0,0,0
MORB,blue,o,10,1,-,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,355,76,51,64,45,117,0,2.8,119,47,135,5.4,0,0,42,0,0,0,0,0
MORB,blue,o,10,1,-,0.6,4.5,0,0,0,0,0.79,0,0.42,0,0,0,0,0,0.263,25,185,600,40,260,73,60,0,0,0,0,75,0,0,0,0,1.338,0.52,0,0.486,0.157
MORB,blue,o,10,1,-,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,246,157,46,51,66,78,0,8,199,27,104,13,0,0,93,0,0,0,0,0
MORB,blue,o,10,1,-,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,277,202,46,67,64,81,0,4.7,183,31,108,7.3,0,0,68,0,0,0,0,0
MORB,blue,o,10,1,-,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,310,52,48,38,57,95,0,6.6,176,34,122,9.9,0,0,80,0,0,0,0,0
MORB,blue,o,10,1,-,0.6,5.28,0,0,7.97,2.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.93,89.5,0,58,7.57,0,0,0,0,0,0,0,0
MORB,blue,o,10,1,-,0.6,4.21,0,0,6.39,2.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.82,104.6,0,50,6.96,0,0,0,0,0,0,0,0
MORB,blue,o,10,1,-,0.6,3.57,0,0,7.12,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.31,105.6,0,61,4.92,0,0,0,0,0,0,0,0
MORB,blue,o,10,1,-,0.6,7.1,15,0,9.4,2.5,0.97,0,0.72,0,0,0,0,2.5,0.43,0,0,0,0,0,0,0,0,5.35,121,0,0,0,0,0.083,56,0,0,0,0,0
MORB,blue,o,10,1,-,0.6,5.3,12.5,0,8.4,2.3,0.95,0,0.72,0,0,0,0,1.9,0.29,0,0,0,0,0,0,0,0,3.74,108,0,0,0,0,0.039,46,0,0,0,0,0
MORB,blue,o,10,1,-,0.6,2.7,10.3,0,7.8,2.74,1.1,0,0.6,0,0,0,0,3.03,0.44,43.4,241,325,78,140,0,99,17,0.91,117,27.6,79,2.5,0,0,0,2,1.1,0,0,0
MORB,blue,o,10,1,-,0.6,8.28,18.2,0,13,4.03,1.62,0,0.81,0,0,0,0,2.99,0.45,35,284,199,37.1,71,0,56,0,6,185,28,124,13,0,0,64,2.87,0.82,0,0.89,0.37
MORB,blue,o,10,1,-,0.6,4.7,13.8,0,10.2,3.18,1.28,0,0.6,0,0,0,0,3.07,0.46,46.8,299,319,88,60,0,104,17,1.6,153,28.3,97,5.6,0,0,0,2.4,2.1,0,0,0
MORB,blue,o,10,1,-,0.6,3.7,11.9,0,8.6,3.07,1.1,0,0.67,0,0,0,0,3.63,0.57,44.6,320,244,64,83,0,95,18,1.3,96,31.6,91,4.1,0,0,0,2.4,0.7,0,0,0
MORB,blue,o,10,1,-,0.6,7.76,22.2,0,13.8,3.6,1.34,0,0.61,0,0,0,0,2.96,0.426,44.9,270,193,73,64,0,85,17,4.5,195,27.4,122,10.4,0,0,0,2.69,1.84,0,0,0
MORB,blue,o,10,1,-,0.6,2.3,9.6,0,8.1,2.67,1.12,0,0,0,0,0,0,2.96,0.46,40.2,222,489,0,274,0,80,16,0.4,138,27.2,86,1.7,0,0,0,2.1,1.1,0,0,0
MORB,blue,o,10,1,-,0.6,5.2,16.8,0,11.3,3.55,1.33,0,0.69,0,0,0,0,3.31,0.48,48.2,309,137,62.1,62,0,93,18,1.7,153,30.3,103,5.6,0,0,0,2.7,0.5,0,0,0
MORB,blue,o,10,1,-,0.6,5.7,20.6,0,14.4,5.14,1.58,0,1.07,0,0,0,0,5.04,0.73,44,382,151,66,81,0,126,21,2.2,98,46.4,143,6.8,0,0,0,3.8,0.8,0,0,0
MORB,blue,o,10,1,-,0.6,5.7,19,0,15.3,5,1.77,0,1.12,0,0,0,0,5.65,0.81,47.7,445,89,66,54,0,137,20,1.2,109,50.5,165,4.7,0,0,0,4.2,1.1,0,0,0
MORB,blue,o,10,1,-,0.6,5.96,18.2,0,16.7,5.24,1.73,6.42,0,8.65,0,5.34,0,5.2,0,0,0,0,0,27,0,0,0,3.1,75,0,154,0,0,0.106,20.4,4.3,0,0.665,0.298,0.139
MORB,blue,o,10,1,-,0.6,3.72,12.1,0,11.3,4.12,1.42,5.84,0,7.39,0,4.53,0,4.42,0,0,0,0,0,0,0,0,0,0.98,80,0,0,0,0,0.014,12.4,0,0,0.403,0.188,0.116
MORB,blue,o,10,1,-,0.6,7.7,23.8,0,20.5,6.82,2.23,8.83,0,11.1,0,6.82,0,6.57,0,0,0,0,0,33,0,0,0,1.97,100,0,0,0,0,0.022,20.2,0,0,0.357,0.466,0.267
MORB,blue,o,10,1,-,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288,287,0,51,0,92,17,2.1,150,27.6,94,4.8,0,0,0,0,0,0,0,0
MORB,blue,o,10,1,-,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,370,193,0,67,0,123,18,2,95,42.7,132,7.7,0,0,0,0,0,0,0,0
MORB,blue,o,10,1,-,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,368,89.4,0,50,0,121,18.9,2.1,114.3,40.8,132,5.5,0,0,0,0,0,0,0,0
MORB,blue,o,10,1,-,0.6,4.66,12.33,0,9.49,3.1,1.11,3.8,0,4.98,0,3.04,0,2.89,0,0,0,0,0,163,0,0,0,3.88,135,0,80,0,0,0.05,45.7,2.7,0,0.462,0.454,0.152
MORB,blue,o,10,1,-,0.6,2.86,8.76,0,7.55,2.67,1,3.41,0,4.72,0,2.9,0,2.76,0,0,0,0,0,112,0,0,0,2.95,115,0,71.9,0,0,0.077,12.7,2,0,0.409,0.161,0.062
MORB,blue,o,10,1,-,0.6,13.8,29.3,0,15.8,3.92,1.37,4.16,0,4.63,0,2.67,0,2.51,0,0,0,0,0,147,0,0,0,5.8,317,0,0,0,0,0.14,120,0,0,1.286,1.209,0.509
MORB,blue,o,10,1,-,0.6,4.12,12.2,0,10.7,3.8,1.33,5.23,0,7.03,0,3.98,0,3.83,0,0,0,0,0,78,0,0,0,0.91,99,0,0,0,0,0.013,18,0,0,0.562,0.342,0.166
MORB,blue,o,10,1,-,0.6,3.3,10.4,0,8.2,3.2,1.19,3.9,0.69,0,0,0,0.5,2.8,0.35,33,212,342,67,206,0,0,0,4,182,22,101,4,0,0,42,0,0,0,0,0
MORB,blue,o,10,1,-,0.6,6.8,17.4,0,12,3.1,1.11,4.3,0.62,0,0,0,0.45,2.3,0.32,37,229,575,43,204,0,0,0,8,150,22,84,11,0,0,44,0,0,0,0,0
MORB,blue,o,10,1,-,0.6,15.2,44.8,0,30.7,9.9,3.02,12.5,2.09,0,0,0,1.22,7.8,1.08,36,400,171,42,147,0,0,0,10,133,65,280,19,0,0,21,0,0,0,0,0
MORB,blue,o,10,1,-,0.6,4.6,13,0,9.9,3.7,1.3,4.6,0.79,0,0,0,0.54,3.1,0.43,0,0,278,42,78,0,0,0,5,122,26,100,7,0,0,0,0,0,0,0,0
MORB,blue,o,10,1,-,0.6,11.9,31,0,18.6,4.5,1.46,5.2,0.88,0,0,0,0.59,3.5,0.48,38,283,393,42,136,0,0,0,9,155,26,137,20,0,0,102,0,0,0,0,0
MORB,blue,o,10,1,-,0.6,12.5,34,0,22.8,6.4,2.06,6.8,1.26,0,0,0,0,3.1,0.46,38,0,177,70,66,0,0,0,7,345,34,164,0,0,0,0,0,0,0,0,0
MORB,blue,o,10,1,-,0.6,18.48,41.19,0,0,6.67,2.02,0,1.17,0,0,0,0,3.68,0.54,28.8,297,196,43,113,44,97,0,13.09,342,0,289,0,0,0,0,5.2,0,2.15,1.4881,0.4941
MORB,blue,o,10,1,-,0.6,2.96,10.46,1.8,10.17,3.581,1.48,5.31,0,6.32,1.41,4.26,0,3.79,0,45,322,340,45,137,72,83,0,0.48,114.7,40,115,3,0,0,0,0,0,0.401,0,0
MORB,blue,o,10,1,-,0.6,1.95,6.5,0,5.61,1.92,0.77,0,0,0,0,1.83,0,1.72,0,30,170,350,28,130,64,0,14,3,140,21,44,0,0,0.019,12.4,0,0,0.49,0,0
MORB,blue,o,10,1,-,0.6,3.8,15,0,15.8,0,1.94,7.64,1.39,0,0,0,0.9,5.62,0.92,0,0,226,0,86,0,78,23,2,129,46,138,2,0,0,29,4.28,0.19,0.68,0.25,0
MORB,blue,o,10,1,-,0.6,11.7,26.2,0,0,4.08,1.44,0,1.06,0,0,0,0,2.95,0.44,34.3,0,243,0,122,0,0,0,9.8,240,0,150,0,0,0.07,100,3.53,0,0,1.22,0
MORB,blue,o,10,1,-,0.6,2.5,8.75,1.41,8.192,3.064,1.41,4.61,0,5.77,0,3.82,0,3.54,0,49,344,225,47,86,82,82,0,0.46,96.4,37,86,2,0,0,0,0,0,0.3,0,0
MORB,blue,o,10,1,-,0.6,3.5,16.5,1.49,8.23,3.1,1.2,0,0.65,5.2,0.913,0,0.412,2.8,0.411,56,400,160,35,58,80,0,20,2,86,25.5,150,0,0,0.01241,25,0,0,0.49,0.19,0.08
MORB,blue,o,10,1,-,0.6,3.87,11.9,2.06,12.43,4.408,1.55,5.99,0,7.21,1.64,4.82,0,4.19,0,50,389,50,59,44,60,101,0,0.56,122.7,43,123,3,0,0,0,0,0,0.488,0,0
MORB,blue,o,10,1,-,0.6,1.4,0,0,9.16,3.07,0.8,0,0,0,0,0,0,0,0.35,38.9,120,930,94,245,130,0,0,0.39,164,29,100,0,0,0,5.8,0,0,2,0,0
MORB,blue,o,10,1,-,0.6,9.46,24.9,0,0,4.79,1.46,0,0.86,0,0,0,0,3.12,0.47,32.3,255,349,70,142,60,78,0,6.9,223,0,0,0,0,0,103,4,0,0,0,0.228
MORB,blue,o,10,1,-,0.6,4.06,12.32,2.14,11.31,3.92,1.34,5.23,1.03,6.31,1.34,3.77,0.58,3.67,0.57,44.8,322,241,45,75,64,106,0,0,122,37,100,0,0,0,10.91,3.07,0.22,0,0.1713,0.06889
MORB,blue,o,10,1,-,0.6,4.23,13.27,2.29,12.57,4.28,1.45,5.79,1.12,6.98,1.56,4.26,0.57,3.49,0.56,43.9,349,167,43.2,50,64,117,0,0,125,39.6,113,2.94,0,0,10.1,2.75,0.19,0,0,0
MORB,blue,o,10,1,-,0.6,3.92,13.24,0,12.32,4.91,1.64,5.19,0,6.95,0,4.24,0,4.49,0.69,0,380,212,40,73,0,0,0,0,116,45,123,2,0,0,5,0,0,0,0,0
MORB,blue,o,10,1,-,0.6,0,0,0,8.52,3.186,0,0,0,0,0,0,0,0,0,44,323,345,43,127,62,85,0,0.4,97.3,39,114,2,0,0,0,0,0,0.39,0,0
MORB,blue,o,10,1,-,0.6,11,28.5,0,20.6,5.29,2.15,6.45,0,6.57,0,4.03,0,3.54,0.45,0,272,210,41,103,63,78,0,10,287,37,155,16,0,0,134,0,0,0,0,0
MORB,blue,o,10,1,-,0.6,3.5,10.54,0,9.21,2.68,1.26,4.18,0,5.06,0,2.67,0,3.04,0.54,0,339,309,40,88,0,0,0,0,121,32,91,2,0,0,0,0,0,0,0,0
MORB,blue,o,10,1,-,0.6,2.4,10,0,7.7,2.4,0.92,3.7,0,4.6,0.89,2.9,0,2.6,0.41,0,0,315,43,92,0,73,16,0,133,28,96,0,0,0,0,0,0,0,0,0
MORB,blue,o,10,1,-,0.6,8.6,22.5,0,15.1,4.59,1.61,4.85,0,5.39,0,3.14,0,3.13,0.43,0,37,251,39,99,0,0,0,0,231,255,163,11,0,0,0,0,0,0,0,0
MORB,blue,o,10,1,-,0.6,3.18,9.58,0,9.72,3.45,1.29,4.81,0.76,5.7,0,4.05,0,3.4,0,0,0,0,0,0,0,0,0,0.436,125,0,0,0,0,0.008,6.7,0,0,0.53,0,0
MORB,blue,o,10,1,-,0.6,0,0,0,9.724,3.642,0,0,0,0,0,0,0,0,0,49,383,145,42,53,43,87,0,0.39,98.3,35,97,2,0,0,0,0,0,0.346,0,0
MORB,blue,o,10,1,-,0.6,6.2,19,0,12,3.9,1.47,4.6,0,6.4,1.3,4.1,0,3.5,0.57,0,0,199,0,55,0,101,17,6,141,41,135,6,0,0,0,0,0,0,0,0
MORB,blue,o,10,1,-,0.6,0,0,0,8.493,3.175,0,0,0,0,0,0,0,0,0,48,354,223,43,68,49,82,0,0.41,97,33,84,2,0,0,0,0,0,0.315,0,0
MORB,blue,o,10,1,-,0.6,0,0,0,4.108,1.801,0,0,0,0,0,0,0,0,0,35,202,595,61,346,105,71,0,0.05,71,25,39,1,0,0,0,0,0,0.108,0,0
MORB,blue,o,10,1,-,0.6,0,0,0,17.67,6.213,0,0,0,0,0,0,0,0,0,47,510,60,44,42,56,131,0,1.98,99.67,64,178,5,0,0,0,0,0,0.55,0,0
MORB,blue,o,10,1,-,0.6,0,0,0,7.7,2.738,0,0,0,0,0,0,0,0,0,44,319,391,46,132,84,79,0,0.92,104.4,31,81,3,0,0,0,0,0,0.254,0,0
MORB,blue,o,10,1,-,0.6,0,0,0,7.188,2.56,0,0,0,0,0,0,0,0,0,41,270,365,41,122,73,70,0,0.23,98.42,30,82,2,0,0,0,0,0,0.258,0,0
MORB,blue,o,10,1,-,0.6,0,0,0,12.56,4.201,0,0,0,0,0,0,0,0,0,44,390,63,46,52,76,102,0,2.52,106.5,47,135,6,0,0,0,0,0,0.464,0,0
MORB,blue,o,10,1,-,0.6,0,0,0,9.024,3.302,0,0,0,0,0,0,0,0,0,46,386,187,46,72,78,96,0,0.57,93.17,40,102,2,0,0,0,0,0,0.294,0,0
MORB,blue,o,10,1,-,0.6,0,0,0,13.23,4.73,0,0,0,0,0,0,0,0,0,49,456,206,45,70,63,112,0,1.19,100.9,51,136,4,0,0,0,0,0,0.436,0,0
MORB,blue,o,10,1,-,0.6,0,0,0,10.33,3.49,0,0,0,0,0,0,0,0,0,50,448,54,42,51,69,110,0,3.49,112,51,153,6,0,0,0,0,0,0.369,0,0
MORB,blue,o,10,1,-,0.6,0,0,0,12.55,4.457,0,0,0,0,0,0,0,0,0,47,440,201,44,66,65,111,0,1.2,97.9,52,142,4,0,0,0,0,0,0.454,0,0
MORB,blue,o,10,1,-,0.6,0,0,0,14.06,5.01,0,0,0,0,0,0,0,0,0,0,465,158,44,70,57,115,0,1.3,113.9,53,151,4,0,0,0,0,0,0.448,0,0
MORB,blue,o,10,1,-,0.6,0,0,0,9.502,3.186,0,0,0,0,0,0,0,0,0,40,321,295,43,95,73,84,0,2.06,122.5,35,105,5,0,0,0,0,0,0.377,0,0
MORB,blue,o,10,1,-,0.6,0,0,0,9.522,3.468,0,0,0,0,0,0,0,0,0,48,406,140,47,60,79,104,0,1.01,90.12,43,112,3,0,0,0,0,0,0.314,0,0
MORB,blue,o,10,1,-,0.6,0,0,0,10.9,4.023,0,0,0,0,0,0,0,0,0,45,401,229,45,81,70,95,0,0.67,93.67,43,108,3,0,0,0,0,0,0.338,0,0
MORB,blue,o,10,1,-,0.6,0,0,0,11.42,4.035,0,0,0,0,0,0,0,0,0,42,342,323,43,91,44,80,0,0.5,119.7,37,118,3,0,0,0,0,0,0.378,0,0
MORB,blue,o,10,1,-,0.6,0,0,0,8.505,3.076,0,0,0,0,0,0,0,0,0,49,309,344,40,79,70,76,0,0.22,97.8,34,92,2,0,0,0,0,0,0.32,0,0
MORB,blue,o,10,1,-,0.6,0,0,0,9.195,3.423,0,0,0,0,0,0,0,0,0,0,363,239,46,95,80,88,0,0.44,96.63,37,93,2,0,0,0,0,0,0.342,0,0
MORB,blue,o,10,1,-,0.6,0,0,0,7.831,2.805,0,0,0,0,0,0,0,0,0,0,301,347,47,102,74,77,0,1.04,107,30,80,2,0,0,0,0,0,0.287,0,0
MORB,blue,o,10,1,-,0.6,0,0,0,5.983,2.411,0,0,0,0,0,0,0,0,0,45,291,364,44,105,75,77,0,0.1,75.39,28,54,1,0,0,0,0,0,0.156,0,0
MORB,blue,o,10,1,-,0.6,0,0,0,11.54,4.109,0,0,0,0,0,0,0,0,0,44,403,86,45,54,67,102,0,1.21,103.8,45,118,3,0,0,0,0,0,0.389,0,0
MORB,blue,o,10,1,-,0.6,0,0,0,12.05,4.607,0,0,0,0,0,0,0,0,0,48,434,88,47,56,53,112,0,0.51,81.68,51,121,3,0,0,0,0,0,0.37,0,0
MORB,blue,o,10,1,-,0.6,0,0,0,31.79,10.43,0,0,0,0,0,0,0,0,0,39,241,161,34,52,59,129,0,5.01,121.3,101,346,10,0,0,0,0,0,0.954,0,0
MORB,blue,o,10,1,-,0.6,0,0,0,10.23,3.77,0,0,0,0,0,0,0,0,0,46,399,255,48,81,71,99,0,0.65,93.33,41,103,2,0,0,0,0,0,0,0,0
MORB,blue,o,10,1,-,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,326,279,0,81,0,0,0,0.73,103,39,88,2,0,0,9,0,0,0,0,0
MORB,blue,o,10,1,-,0.6,2.7,9.02,0,8.6,3.11,1.22,0,0.72,0,0,0,0,3.15,0.47,35.5,290,288,41.5,126,63,80,17,0.4,105,31.5,89,1.6,0,0,15,2.2,0,0.56,0,0
MORB,blue,o,10,1,-,0.6,0.753,3.05,0,4.02,1.67,0.68,2.56,0,3.18,0,2,0,1.86,0,29.4,197,368,57.8,275,59.9,68.8,0,0.11,57,22.3,41.5,0,0,0,1.9,0,0,0,0,0
MORB,blue,o,10,1,-,0.6,4.16,13.1,0,10.8,3.6,1.35,4.93,0,5.81,0,3.67,0,3.42,0,43,289,303,42,115,0,0,0,1.1,145,35,112,4,0,0,17.1,0,0,0,0,0
MORB,blue,o,10,1,-,0.6,0,8.33,0,7.49,2.72,1.08,4.17,0,4.9,0,3.2,0,3.08,0.488,60,250,350,34,93,110,0,18,1.53,96.3,36,65,0,0,0,25,0,0,0,0,0
MORB,blue,o,10,1,-,0.6,0,10.6,0,8.08,2.74,1.06,3.74,0,4.38,0,2.75,0,2.72,0.445,50,190,400,34,110,80,0,20,2.47,126,33,79,0,0,0,27,0,0,0,0,0
MORB,blue,o,10,1,-,0.6,0,8.81,0,7.87,2.67,1.01,3.64,0,4.46,0,2.8,0,2.73,0.424,60,250,340,36,94,80,0,20,2.71,111,37,80,0,0,0,20,0,0,0,0,0
IAB,grey,o,10,1,-,0.6,23.1,45.8,5.3,20.6,4.08,1.45,3.5,0.57,3,0.61,1.7,0,2.05,0.31,41,0,132,0,47,0,0,0,13,651,20,74,10,2.1,0.48,370,1.96,0.57,2.4,4.3,1.2
IAB,grey,o,10,1,-,0.6,21,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,31,673,13,74,7,0,0,401,0,0,0,0,0
IAB,grey,o,10,1,-,0.6,12.87,25.66,3.09,13.23,2.87,0.89,2.94,0.45,2.64,0.61,1.42,0.22,1.61,0.25,0,304,104,30.8,39.6,130,71,0,23.9,553,15.2,43.6,3.19,0,0.91,280,1.21,0.167,4.67,2.38,0.77
IAB,grey,o,10,1,-,0.6,23.3,50.5,0,21.5,4.39,1.11,3.8,0,3.17,0,1.75,0,1.76,0.28,0,0,0,0,0,0,0,0,44.9,508,0,0,0,0,0,0,0,0,0,0,0
IAB,grey,o,10,1,-,0.6,42,87,0,34,8.2,2.1,0,0.93,0,0,0,0,2.4,0.48,35.9,287,54,37,46,106,75,0,66,749,27,142,19,0,0,818,3.2,1.14,20,13,0
IAB,grey,o,10,1,-,0.6,49.4,100,0,49,8.5,2.3,0,0.83,0,0,0,0,2.9,0.36,32.2,274,85,34.1,39,96,70,0,81,789,27,163,23,0,0,1088,3.5,1.4,47,16.2,0
IAB,grey,o,10,1,-,0.6,39,80,9.6,38,7.8,2,7,0.96,4.9,0.91,2.46,0.36,2.17,0.31,0,259,44,33,43,0,0,0,53,700,26,129,16,0,3.7,819,3.2,0.92,16,11.1,2.88
IAB,grey,o,10,1,-,0.6,18.9,39.9,0,18,3.58,1.47,0,0.62,0,0,0,0,1.98,0.32,37,0,27,0,58,0,0,0,20,631,20,90,12,0,0.82,296,2.13,0.37,0,3,1.2
IAB,grey,o,10,1,-,0.6,48,92,11.2,42,7.9,2,6.2,0.86,4.67,0.86,2.32,0.36,2,0.34,0,265,96,33,47,0,0,0,65,751,25,147,19,0,5,958,3.4,1.18,18,17.6,3.93
IAB,grey,o,10,1,-,0.6,40,83,0,31,6.1,1.7,0,0.95,0,0,0,0,2.5,0.38,30.2,0,226,33,64,0,0,0,59,568,27,154,21,0,0,724,3.2,0.95,0,13.3,0
IAB,grey,o,10,1,-,0.6,50,76,0,25,0,0,0,0,0,0,0,0,0,0,22,227,59,32,38,0,0,0,57,520,26,145,14,0,0,620,0,0,0,0,0
IAB,grey,o,10,1,-,0.6,49.6,88.9,0,40.4,7.6,2.04,0,0,0,0,0,0,2.26,0.36,0,0,0,0,0,0,0,0,69,682,0,0,0,0,0,0,0,0,0,0,0
IAB,grey,o,10,1,-,0.6,66,99,0,29,0,0,0,0,0,0,0,0,0,0,18,296,42,32,29,0,0,0,63,667,28,161,18,0,0,931,0,0,0,0,0
IAB,grey,o,10,1,-,0.6,46,91,0,27,0,0,0,0,0,0,0,0,0,0,17,274,12,21,19,0,0,0,58,738,25,151,15,0,0,750,0,0,0,0,0
IAB,grey,o,10,1,-,0.6,33,57,0,22,4.2,1.2,0,0.49,0,0,0,0,2.3,0.35,25,0,123,25,0,0,0,0,0,0,0,0,0,0,0,0,2.7,0.6,0,6.7,0
IAB,grey,o,10,1,-,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.3,759,26.1,150.7,21.2,0,0,0,0,0,0,0,0
IAB,grey,o,10,1,-,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,37,0,0,0,48,720,0,0,18,0,0,0,0,0,0,7,0
IAB,grey,o,10,1,-,0.6,27.9,48.9,0,0,5.6,1.7,0,0.6,0,0,0,0,1.5,0,39.1,0,239,42.3,50,0,0,0,53.7,1110,0,81,0,0,1.5,556,2.3,0.4,0,6.1,1.9
IAB,grey,o,10,1,-,0.6,45,71,0,0,0,0,0,0,0,0,0,0,0,0,48,401,22,71,16,186,115,18,6,171,36,62,1,0,0,121,0,0,0,0,0
IAB,grey,o,10,1,-,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,460,166,0,49,126,116,0,3,188,35,59,0,0,0,105,0,0,0,0,0
IAB,grey,o,10,1,-,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,378,195,0,51,157,127,0,3.7,187,38,63,0,0,0,130,0,0,0,0,0
IAB,grey,o,10,1,-,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,0,0,0,0,0,0,0,0,0,0,0
IAB,grey,o,10,1,-,0.6,0,17,0,0,0,0,0,0,0,0,0,0,0,0,47,314,60,0,33,104,75,18,1,208,17,22,0,0,0,56,0,0,0,1,0
IAB,grey,o,10,1,-,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,339,137,0,41,64,94,0,0,170.5,25,45,0,0,0,94,0,0,0,0,0
IAB,grey,o,10,1,-,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,0,0,0,0,0,0,0,0,0,0,0
IAB,grey,o,10,1,-,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,15,0,10,127,107,0,0,180,23,40,0,0,0,78,0,0,0,0,0
IAB,grey,o,10,1,-,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,0,0,0,0,0,0,0,0,0,0,0
IAB,grey,o,10,1,-,0.6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,42,299,78,0,31,72,87,16,4,170,25,41,1,0,0,85,0,0,0,0,0
IAB,grey,o,10,1,-,0.6,2.63,8.86,1.55,9.43,3.49,1.191,4.68,0.87,5.77,1.31,3.65,0,3.61,0.56,36.6,377,39,37,14.1,0,110,18.3,5.41,161,33.9,66,0.56,0,0.62,133,2.11,0.07,2.96,0.214,0.137
IAB,grey,o,10,1,-,0.6,10.13,25.21,3.84,18.84,5.04,1.43,5.08,0.85,5.11,1.09,2.84,0.45,2.86,0.43,29.6,399.3,110.4,0,53.5,207.5,94.9,16.7,18,345.2,31.6,115.9,3.3,0,0,263.2,3.23,1.29,6.89,1.39,0.56
IAB,grey,o,10,1,-,0.6,7.67,19.1,0,14.3,3.86,1.27,4.28,0,4.3,0,2.53,0,2.4,0.354,0,0,0,0,0,0,0,0,13.5,403,0,0,0,0,0.947,228,2.68,0,0,0,0
IAB,grey,o,10,1,-,0.6,7.6,0,0,0,0,1.34,0,0.64,0,0,0,0,0,0,33.5,0,106,40.2,55,0,0,0,11.5,428,0,113,0,0,0.87,198,2.59,0.122,0,1.21,0.35
IAB,grey,o,10,1,-,0.6,7.88,20,0,14.71,3.98,1.122,4.65,0,4.6,0,2.76,0,2.74,0.412,0,0,0,0,0,0,0,0,13.5,410,0,0,0,0,0,218,0,0,0,0,0
IAB,grey,o,10,1,-,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,395,0,0,0,0,0,0,0,0,0,0,0
IAB,grey,o,10,1,-,0.6,1.63,4.31,0,3.55,1.15,0.473,1.57,0,1.8,0,1.15,0,1.08,0.167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IAB,grey,o,10,1,-,0.6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,32,262,57,0,29,65,67,13,2,334,13,41,0,0,0,55,0,0,2,0,0
IAB,grey,o,10,1,-,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241,7,0,7,83,75,0,5.3,430,20.4,56.9,0,0,0,143,0,0,0,0,0
IAB,grey,o,10,1,-,0.6,5.8,0,0,0,0,0.97,0,0.45,0,0,0,0,0,0,30.2,0,217,40.7,111,0,0,0,5.2,0,0,62,0,0,0.25,85,1.58,0.162,0,0.65,0.15
