Label,Color,Marker,Size,Width,Style,Alpha,La(ppm),Ce(ppm),Pr(ppm),Nd(ppm),Sm(ppm),Eu(ppm),Gd(ppm),Tb(ppm),Dy(ppm),Ho(ppm),Er(ppm),Tm(ppm),Yb(ppm),Lu(ppm),Sc(ppm),V(ppm),Cr(ppm),Co(ppm),Ni(ppm),Cu(ppm),Zn(ppm),Ga(ppm),Rb(ppm),Sr(ppm),Y(ppm),Zr(ppm),Nb(ppm),Sn(ppm),Cs(ppm),Ba(ppm),Hf(ppm),Ta(ppm),Pb(ppm),Th(ppm),U(ppm)
MORB,blue,o,10,1,-,0.6,3.3,0,0,0,0,1.2,0,0.76,0,0,0,0,0,0,0,292,300,0,101,0,0,0,0,0,33.6,100,2.1,0,0,0,2.5,0.18,0,0.19,0
MORB,blue,o,10,1,-,0.6,3.9,0,0,0,0,1.17,0,0.68,0,0,0,0,0,0,0,242,354,0,84,0,0,0,0,0,29.5,93,1.8,0,0,0,2.1,0.18,0,0.19,0
MORB,blue,o,10,1,-,0.6,3.5,0,0,0,0,1.25,0,0.76,0,0,0,0,0,0,0,270,314,0,92,0,0,0,0,0,31.5,95,2.7,0,0,0,2.44,0.19,0,0.21,0
MORB,blue,o,10,1,-,0.6,4.4,0,0,0,0,0.93,0,0.57,0,0,0,0,0,0,0,251,382,0,149,0,0,0,0,0,26.3,72,4.6,0,0,0,1.76,0.31,0,0.43,0
MORB,blue,o,10,1,-,0.6,19,0,0,0,0,2.35,0,1.14,0,0,0,0,0,0,0,365,6,0,24,0,0,0,0,0,47.3,197,34,0,0,0,5.1,2.03,0,2.26,0
MORB,blue,o,10,1,-,0.6,9.9,0,0,0,0,1.45,0,0.6,0,0,0,0,0,0,0,198,3,0,12,0,0,0,0,0,22.2,120,13.2,0,0,0,2.9,1.01,0,1.27,0
MORB,blue,o,10,1,-,0.6,8.4,0,0,0,0,1.42,0,0.86,0,0,0,0,0,0,0,340,124,0,58,0,0,0,0,0,37.6,122,11.6,0,0,0,3.1,0.68,0,0.71,0
MORB,blue,o,10,1,-,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.3,227,301,0,143,66.8,0,0,0,191,26.7,103,0,0,0,60.5,0,0,0,0,0
MORB,blue,o,10,1,-,0.6,2.42,7.84,1.34,7.49,2.63,0.96,3.53,0.67,4.52,0.95,2.9,0.42,2.86,0.45,32.71,229.4,315.5,39.96,122.2,62.62,64.85,15.2,0.89,119.3,28.29,72,1.83,0,0.016,9.54,1.98,0.128,0.386,0.117,0.035
MORB,blue,o,10,1,-,0.6,3.98,12.08,2.05,11.16,3.81,1.35,5.06,0.9,6.03,1.27,3.77,0.6,3.8,0.6,38.43,296.6,224,40.6,82.27,64.28,83.26,16.28,1.55,130.2,38.52,117.7,3.25,0,0.029,14.15,3.13,0.216,0.638,0.224,0.1
MORB,blue,o,10,1,-,0.6,4.08,12.59,2.01,10.98,3.63,1.32,4.79,0.96,5.8,1.26,3.56,0.56,3.62,0.51,35.06,279.2,266.7,40.87,111.81,64.28,75.67,15.85,2.48,130.4,35.74,114.1,3.45,0,0.034,15.77,2.95,0.205,0.535,0.201,0.271
MORB,blue,o,10,1,-,0.6,4.2,13.19,2.08,11.4,3.61,1.31,4.77,0.89,5.74,1.21,3.5,0.52,3.47,0.54,39,301.4,282.6,46.89,116.33,65.85,77.92,15.49,1.45,140.7,36.26,116.6,3.28,0,0.022,14.94,2.91,0.202,0.604,0.216,0.07
MORB,blue,o,10,1,-,0.6,3.57,10.65,1.68,9.16,2.88,1.1,3.79,0.69,4.56,0.97,2.77,0.44,2.7,0.47,36.72,246.9,300.7,41.03,88.26,68.65,62.89,14.8,2.09,145.4,28.75,91.5,3.09,0,0.026,15.21,2.23,0.186,0.515,0.162,0.084
MORB,blue,o,10,1,-,0.6,3.08,8.71,1.43,7.91,2.63,0.97,3.51,0.67,4.1,0.86,2.59,0.37,2.63,0.4,33.61,244.2,387.3,36.41,123.85,62.66,65.21,14.36,2.1,126.2,26.87,78.3,2.6,0,0.041,13.64,2.07,0.159,0.526,0.191,0.071
MORB,blue,o,10,1,-,0.6,3.97,12.23,2.01,10.94,3.56,1.31,4.7,0.86,5.66,1.2,3.57,0.52,3.56,0.56,40.06,313.6,172.8,44.83,97.23,65.79,85.07,17.36,1.9,139,36.07,115,3.08,0,0.018,14.49,2.77,0.176,1.747,0.194,0.085
MORB,blue,o,10,1,-,0.6,1.12,4.3,0,4.58,1.84,0.821,3.16,0,4.34,0,3.1,0,3.13,0,42,184,371,49,203,0,0,0,0,95,25,51,0,0,0,2.3,0,0,0,0,0
MORB,blue,o,10,1,-,0.6,3.58,0,0,6.45,2.09,0.7,0,0.45,0,0,0,0,0,0,27.2,192,1102,49,337,0,59,0,1.62,98.2,24,55,5.05,0,0,13,1.45,0.35,0,0.41,0.18
MORB,blue,o,10,1,-,0.6,1.09,0,0,4.18,1.75,0.88,0,0.562,0,0,0,0,2.67,0,0,216,0,0,0,0,0,0,0.265,90.4,28.5,50,0.78,0,0,0,1.15,0.039,0,0.018,0
MORB,blue,o,10,1,-,0.6,2.11,0,0,8.02,3.03,1.27,0,0.97,0,0,0,0,0,0,37.3,274,427,52,171,0,80,0,3.22,91.6,35,81,1.24,0,0,0,2.36,0.1,0,0.07,0
MORB,blue,o,10,1,-,0.6,1.89,0,0,6.4,2.46,0.95,0,0.62,0,0,0,0,0,0,35.1,261,325,47,156,0,68,0,0.65,89.2,30,61,1.42,0,0,0,1.81,0.11,0,0.07,0
MORB,blue,o,10,1,-,0.6,12.4,27.1,0,12.6,3.19,1.18,0,0.6,0,0.8,0,0,2.22,0.36,36,235,560,42,225,60,0,15,0,185,24,95,0,0,0,105,1.9,1.4,0,2,0
MORB,blue,o,10,1,-,0.6,5.06,11.9,0,8.26,2.5,0.96,3.58,0.64,4.52,0.93,3.07,0.46,3.01,0.43,28,190,560,57,239,64,0,0,0,0,28,58,7.9,0,0,46,1.71,0,0,0.45,0.2
MORB,blue,o,10,1,-,0.6,2.07,0,0,6.64,2.49,1.03,0,0.597,0,0,0,0,2.32,0,0,214,0,0,0,0,0,0,0.656,93.5,27.5,71,1.75,0,0,29.8,1.83,0.105,0,0.099,0
MORB,blue,o,10,1,-,0.6,2.05,0,0,5.65,1.97,0.85,0,0.467,0,0,0,0,1.73,0,0,180,0,0,0,0,0,0,0.633,132.8,21,62,1.6,0,0,7.9,1.57,0.117,0,0.104,0
MORB,blue,o,10,1,-,0.6,3.84,0,0,11.98,4.11,1.63,0,0.95,0,0,0,0,3.73,0,0,291,0,0,0,0,0,0,0.482,129.6,35.6,123,2.66,0,0,0,3.17,0.169,0,0.141,0
MORB,blue,o,10,1,-,0.6,4,0,0,11.53,3.77,1.39,5.55,0,6.43,0,0,0,4.23,0,35.3,330,255,36,109,0,78,0,2.68,149,45,103,0,0,0.02,5,0,0.17,0,0.07,0.77
MORB,blue,o,10,1,-,0.6,3.26,0,0,9.96,3.74,1.33,0,0.772,0,0,0,0,2.95,0,0,276,0,0,0,0,0,0,1.18,124.4,33.1,96,2.27,0,0,0,2.6,0.15,0,0.109,0
MORB,blue,o,10,1,-,0.6,1.81,0,0,6,2.22,0.96,0,0.557,0,0,0,0,2.3,0,0,231,0,0,0,0,0,0,0.258,96.7,25.1,68,1.26,0,0,0,1.59,0.077,0,0.081,0
MORB,blue,o,10,1,-,0.6,6.4,0,0,0,2.9,0.9,0,0.7,0,0,0,0,2.9,0.39,33,370,919,40,168,110,76,0,4.9,108,23,66,8,0,0,59,0,0,2,0,0
MORB,blue,o,10,1,-,0.6,6.2,0,2.7,20,6.6,1.9,7.1,1.47,0,1.8,0,0.76,4.5,0,44,280,320,34,140,86,0,17,0,160,47,88,0,0,0,19,0,0,1.15,0,0
MORB,blue,o,10,1,-,0.6,1.98,5.26,0,4.15,1.46,0.6,2.21,0,2.73,0,1.79,0,1.7,0.253,43,212,459,0,122,0,0,0,1.5,84,20,37,3,0,0,19.8,0,0,0,0,0
MORB,blue,o,10,1,-,0.6,2.3,8.2,0,7.4,2.5,1.03,3.8,0,4.8,0,3.2,0,2.9,0,45,273,260,0,41,0,0,0,0,96,31,72,0,0,0,15,0,0,0,0,0
MORB,blue,o,10,1,-,0.6,2.3,0,0,7.1,2.54,1.07,0,0.588,0,0,0,0,2.33,0,0,246,0,0,0,0,0,0,0.459,114.7,27.5,76,1.58,0,0,0,2.04,0.101,0,0.088,0
MORB,blue,o,10,1,-,0.6,3.4,5.8,1.9,9,4.4,1.5,6.8,1.3,5,1.4,4.8,0.62,3,0.57,0,225,285,70,120,105,145,27,1.53,115,0,105,0,12,0,9,0,0,10,0,0
MORB,blue,o,10,1,-,0.6,10.4,0,0,15.93,4.81,1.62,0,1,0,0,0,0,0,0,37.5,350,150,46,66,0,98,0,3.17,147.8,46,145,13.09,0,0,55,3.55,0.8,0,1.29,0.3
MORB,blue,o,10,1,-,0.6,4.6,11.3,0,7.6,2.4,0.91,3.4,0,4.1,0,2.7,0,2.6,0,40,257,421,0,104,0,0,0,0,107,27,61,0,0,0,44,0,0,0,0,0
MORB,blue,o,10,1,-,0.6,6.54,14.6,1.9,9.35,2.59,0.946,3.32,0.55,3.92,0.78,2.48,0.37,2.3,0.35,33,255,700,43,177,88,69,0,0,0,24,67,11.1,0,0,75,1.65,0,0,0.7,0.22
MORB,blue,o,10,1,-,0.6,2.47,0,0,7.95,2.91,1.22,0,0.719,0,0,0,0,2.81,0,0,244,0,0,0,0,0,0,0.695,109.9,31.8,88,2.19,0,0,0,2.14,0.124,0,0.098,0
MORB,blue,o,10,1,-,0.6,2.98,0,0,7.73,2.6,1.26,0,0.698,0,0,0,0,2.54,0,0,253,0,0,0,0,0,0,0.46,127,25.8,84,1.89,0,0,10.1,2.3,0.133,0,0.129,0
MORB,blue,o,10,1,-,0.6,7.24,0,0,11.92,3.63,1.34,0,0.779,0,0,0,0,2.86,0,0,261,0,0,0,0,0,0,6.007,163.4,35.3,120,11.05,0,0,71.1,2.77,0.684,0,0.703,0
MORB,blue,o,10,1,-,0.6,6.23,0,0,11.65,3.59,1.31,0,0.732,0,0,0,0,2.71,0,0,269,0,0,0,0,0,0,3.81,165.5,33.2,111,9.83,0,0,49.1,2.52,0.572,0,0.422,0
MORB,blue,o,10,1,-,0.6,3.21,11.1,0,0,3.85,1.39,0,0.94,0,0,0,0,3.73,0.57,38.8,0,290,0,110,0,0,0,0,110,0,160,0,0,0,0,2.97,0,0,0,0
MORB,blue,o,10,1,-,0.6,2.2,0,0,6.78,2.47,1.13,0,0.609,0,0,0,0,2.46,0,0,248,0,0,0,0,0,0,0.588,117.6,27.7,76,2.09,0,0,6.6,2.05,0.12,0,0.093,0
MORB,blue,o,10,1,-,0.6,2.73,0,0,6.59,2.09,1.19,0,0.641,0,0,0,0,2.36,0,0,250,0,0,0,0,0,0,0.383,121.9,28,95,2.25,0,0,9.4,2.26,0.151,0,0.11,0
MORB,blue,o,10,1,-,0.6,2.92,10.7,0,0,3.52,1.28,0,0.87,0,0,0,0,3.31,0.47,36.8,0,353,0,120,76.5,81,0,0,130,33.3,150,0,0,0,0,2.78,0,0,0,0
MORB,blue,o,10,1,-,0.6,3.91,10.15,0,0,3.41,1.12,0,0.76,4.51,0,0,0,2.75,0.43,35,264,267,43,91,74,70,0,3.5,142,34,107,0,0,0,0,2.47,0.18,0,0,0
MORB,blue,o,10,1,-,0.6,2.23,7.7,0,0,2.69,1.03,0,0.69,0,0,0,0,2.71,0.39,39.3,0,385,0,71,0,0,0,0,110,0,110,0,0,0,0,2,0,0,0.11,0
MORB,blue,o,10,1,-,0.6,2.83,9.5,0,0,3.28,1.16,0,0.84,0,0,0,0,3.18,0.45,36.9,0,473,0,200,0,0,0,0,90,0,120,0,0,0,0,2.53,0,0,0,0
MORB,blue,o,10,1,-,0.6,12.1,31,0,17.6,4.81,1.73,6.1,1,0,1.3,0,0,3.26,0.55,41.6,345,285,55,90,50,0,19,23,245,47,200,0,0,0,130,4.2,1.1,0,0,0
MORB,blue,o,10,1,-,0.6,2.7,7.7,0,10.2,3.57,1.23,0,0.82,0,0,0,0,3.6,0,36.9,0,350,40.4,134,0,0,0,0.583,117.4,32.6,103,2.07,0,0,4,2.8,0.128,0,0.14,0.08
MORB,blue,o,10,1,-,0.6,3.4,9.1,0,10.89,3.77,1.38,0,0.87,0,0,0,0,3.9,0,38.1,0,304,44.5,148,0,0,0,1.01,129.3,33.1,110,2.29,0,0,3.1,3,0.156,0,0.14,0
MORB,blue,o,10,1,-,0.6,2.2,7.3,0,9.44,3.34,1.23,0,0.77,0,0,0,0,3.5,0,38.3,0,346,40.8,97,0,0,0,0.428,118.5,29.9,92,1.47,0,0,0,2.5,0.101,0,0.1,0
MORB,blue,o,10,1,-,0.6,0.5,0,0,2.8,1.5,0.8,0,0.4,0,0,0,0,3,0.34,38,0,810,60,300,0,0,0,0.22,55,0,0,0,0,0.001,1.3,0,0,0,0,0
MORB,blue,o,10,1,-,0.6,25,0,0,26.5,5.3,1.8,0,0.9,0,0,0,0,1.5,0.25,22,247,272,48,127,0,0,0,9.92,495,0,0,0,0,0.113,238,0,0,0,0,0
MORB,blue,o,10,1,-,0.6,17.4,0,0,17.7,4.9,1.7,0,1,0,0,0,0,2.3,0.57,43,0,539,53,168,0,0,0,18.5,262,0,0,0,0,0.18,207,0,0,0,0,0
MORB,blue,o,10,1,-,0.6,1.6,5.8,0,4.1,1.9,0.9,0,0.7,0,0,0,0.51,2.4,0.34,38,192,401,50,247,0,0,0,0.26,110,0,0,0,0,0.003,2.6,0,0,0,0,0
MORB,blue,o,10,1,-,0.6,2.15,5.24,0.75,4.07,1.37,0.53,2.2,0.41,3.12,0.7,2.22,0.36,2.27,0.35,34,140,510,48,232,79,51,0,0,0,24,31,3.02,0,0,20,0.8,0,0,0.22,0.07
MORB,blue,o,10,1,-,0.6,2.8,18,2.1,9,3.4,1.1,6.5,0.9,0,1.7,4.67,0.79,3.2,0.5,42,289,473,49,154,0,0,0,1.22,101,34,0,0,0,0.017,8.8,0,0,0,0,0
MORB,blue,o,10,1,-,0.6,0,0,0,0,0,0,0,0,0,0,0,0,3,0.404,38,240,280,26,78,73,0,11,0,90,30,62,0,0,0,5,2.137,0,0,0,0
MORB,blue,o,10,1,-,0.6,6.1,0,0,9.18,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1,198,24.2,84,11.7,0,0,63,1.8,0.73,0,0.69,0
MORB,blue,o,10,1,-,0.6,5,11.8,2.1,9.7,4.3,1.7,5.5,1.19,0,1.5,0,0.56,3,0.69,0,0,0,0,0,0,0,0,1.14,134,33,0,0,0,0.015,0,4.68,0,0,0.13,0.16
MORB,blue,o,10,1,-,0.6,2.47,0,0,8.29,3.13,0,0,0,0,0,0,0,0,0,0,294,282,46,121,0,83,0,0.89,90.7,37,88,2.12,0,0,0,0,0,0,0,0
MORB,blue,o,10,1,-,0.6,24.4,0,0,15.8,3.2,1.5,0,0.9,0,0,0,0,2.7,0.27,44,0,706,38,120,0,0,0,14.4,264,0,0,0,0,0.159,205,0,0,0,0,0
MORB,blue,o,10,1,-,0.6,3.2,8.1,0,5,1.8,0.8,0,0.5,0,0,0,0.41,1.9,0.25,42,224,574,49,203,0,0,0,1.84,77,0,0,0,0,0.02,25,0,0,0,0,0
MORB,blue,o,10,1,-,0.6,3.9,13.8,0,10.4,3.6,1.5,0,1,0,0,0,0.7,4.1,0.62,45,310,285,45,139,0,0,0,2.09,115,0,0,0,0,0.037,14,0,0,0,0,0
MORB,blue,o,10,1,-,0.6,4.8,12.1,0,8.4,2.7,1,0,0.7,0,0,0,0.48,2.9,0.42,42,238,598,49,195,0,0,0,3.49,89,0,0,0,0,0.04,40,0,0,0,0,0
MORB,blue,o,10,1,-,0.6,4.9,12.7,0,8.8,2.9,1,0,0.6,0,0,0,0.43,2.1,0.37,36,232,423,45,189,0,0,0,3.65,128,0,0,0,0,0.039,46,0,0,0,0,0
MORB,blue,o,10,1,-,0.6,4.5,0,0,6.7,3.5,1.3,0,1,0,0,0,0,4.5,0.68,50,235,567,43,106,0,0,0,2.55,67,0,0,0,0,0.03,27,0,0,0,0,0
MORB,blue,o,10,1,-,0.6,3,0,0,9.1,3.6,1.3,0,0.8,0,0,0,0,4.7,0.48,43,0,262,47,86,0,0,0,0.56,87,0,0,0,0,0.007,6.4,0,0,0,0,0
MORB,blue,o,10,1,-,0.6,7.1,14.7,0,9.4,2.7,0.9,0,0.6,0,0,0,0.36,2.4,0.27,34,244,373,38,141,0,0,0,6.6,176,0,0,0,0,0.116,75,0,0,0,0,0
MORB,blue,o,10,1,-,0.6,8,18.3,0,12.2,3.1,1.2,0,0.7,0,0,0,0.58,2.6,0.4,38,246,493,44,192,0,0,0,6.28,142,0,0,0,0,0.075,76,0,0,0,0,0
MORB,blue,o,10,1,-,0.6,16.4,37,0,17.7,4.1,1.4,0,0.8,0,0,0,0.71,2.4,0.29,40,273,168,39,65,0,0,0,14,254,0,0,0,0,0.154,184,0,0,0,0,0
MORB,blue,o,10,1,-,0.6,2.6,7.8,0,7.2,2.2,0.9,0,0.6,0,0,0,0.35,2,0.28,37,200,451,46,185,0,0,0,1.56,106,0,0,0,0,0.021,19,0,0,0,0,0
MORB,blue,o,10,1,-,0.6,5.2,15.8,0,15,5.3,1.8,0,1.3,0,0,0,0.75,4.8,0.68,43,298,263,45,121,0,0,0,1.72,98,0,0,0,0,0.034,16,0,0,0,0,0
MORB,blue,o,10,1,-,0.6,3.23,9.5,0,8.6,3.57,1.24,4.7,0.79,0,0,0,0.47,3.06,0.4,0,254,281,39,102,62,71,0,3.9,117,33,90,2.8,0,0,29,0,0,0,0,0
MORB,blue,o,10,1,-,0.6,6.1,10,0,0,0,0.9,0,0.51,0,0,0,0,0,0,34.4,212,388,50.4,174,65.4,73.4,14.7,2.5,110,22.8,56.8,6.7,0,0,36,1.6,0.55,0,0.484,0.159
MORB,blue,o,10,1,-,0.6,2.59,9.3,0,9.1,3.51,1.24,4.8,0.78,5.6,0,0,0.57,3.36,0.43,0,243,271,43,123,65,68,0,2.2,117,34,91,2.3,0,0,0,0,0,0,0,0
MORB,blue,o,10,1,-,0.6,3.1,7.9,0,4.8,2.2,0.9,0,0.6,0,0,0,0.47,2.4,0.38,40,249,491,46,152,0,0,0,1.96,69,0,0,0,0,0.024,24,0,0,0,0,0
MORB,blue,o,10,1,-,0.6,3.6,10.9,0,9.4,3.5,1.28,5.7,0.76,0,0,0,0.54,3.13,0.47,0,268,316,45,135,75,75,0,3,114,35,95,2.8,0,0,0,0,0,0,0,0
MORB,blue,o,10,1,-,0.6,4.54,15,0,10.9,3.65,1.38,0,0.81,5.3,0,0,0.55,3.25,0.42,0,257,258,38,104,61,67,0,7.8,148,33,105,6.6,0,0,39,0,0,0,0,0
MORB,blue,o,10,1,-,0.6,4.89,13.8,0,11.3,3.89,1.4,6.3,0.86,0,0,0,0.59,3.69,0.48,0,316,315,46,161,74,82,0,3.4,123,39,109,4.2,0,0,0,0,0,0,0,0
MORB,blue,o,10,1,-,0.6,8.5,0,0,11.3,3.8,1.1,0,0.8,0,0,0,0,2.9,0.44,40,311,583,47,134,0,0,0,4.6,114,0,0,0,0,0.089,91,0,0,0,0,0
MORB,blue,o,10,1,-,0.6,6,0,0,0,3,0.9,0,0.7,0,0,0,0,2.1,0.43,42,303,380,46,99,0,0,0,4.1,111,0,0,0,0,0.052,49,0,0,0,0,0
MORB,blue,o,10,1,-,0.6,2.95,12,0,9.9,3.91,1.41,6.4,0.94,5.6,0,0,0.65,3.61,0.5,0,284,346,48,177,67,80,0,2.3,98,37,97,2,0,0,0,0,0,0,0,0
MORB,blue,o,10,1,-,0.6,2.3,7,0,6.5,2.5,0.9,0,0.6,0,0,0,0.38,2.6,0.37,34,219,322,37,175,0,0,0,0.87,121,0,0,0,0,0.01,10,0,0,0,0,0
MORB,blue,o,10,1,-,0.6,6.5,15.6,0,10.1,3.17,1.34,4.9,0.98,0,0,0,0.55,2.49,0.39,0,255,338,43,116,68,67,0,7.3,155,30,96,7.9,0,0,81,0,0,0,0,0
MORB,blue,o,10,1,-,0.6,20,0,0,19,4.8,1.8,0,0.9,0,0,0,0,3.3,0.33,35,298,23,44,35,0,0,0,16.6,263,0,0,0,0,0.208,211,0,0,0,0,0
MORB,blue,o,10,1,-,0.6,2.3,8.3,0,7.7,3.1,1.1,0,0.7,0,0,0,0.49,2.5,0.42,37,247,261,41,109,0,0,0,0.62,100,0,0,0,0,0.006,704,0,0,0,0,0
MORB,blue,o,10,1,-,0.6,15,32.5,0,18.3,4.5,1.4,0,0.8,0,0,0,0.61,2.3,0.36,36,232,157,37,70,0,0,0,12.9,218,0,0,0,0,0.158,161,0,0,0,0,0
MORB,blue,o,10,1,-,0.6,4.1,10,0,7,2.2,0.8,0,0.5,0,0,0,0.36,2.2,0.35,36,212,432,34,101,0,0,0,2.93,124,0,0,0,0,0.038,36,0,0,0,0,0
MORB,blue,o,10,1,-,0.6,4.1,0,0,7.8,2.3,0.9,0,0.5,0,0,0,0,2.3,0.39,38,0,255,44,74,0,0,0,2.84,95,0,0,0,0,0.033,33,0,0,0,0,0
MORB,blue,o,10,1,-,0.6,3.5,11.7,0,11.4,4.2,1.4,0,1,0,0,0,0.56,3.6,0.54,36,288,187,42,100,0,0,0,1.23,97,0,0,0,0,0.016,13,0,0,0,0,0
MORB,blue,o,10,1,-,0.6,5.7,0,0,0,2.6,0.9,0,0.5,0,0,0,0,1.9,0.3,38,278,307,41,90,0,0,0,4.54,111,0,0,0,0,0.063,51,0,0,0,0,0
MORB,blue,o,10,1,-,0.6,2.4,0,0,5.3,2.4,0.8,0,0.6,0,0,0,0,2.5,0.39,38,0,370,43,84,0,0,0,1.61,59,0,0,0,0,0.022,21,0,0,0,0,0
MORB,blue,o,10,1,-,0.6,5.3,0,0,10.6,3.2,1.3,0,0.9,0,0,0,0,4.1,0.44,40,0,399,50,155,0,0,0,4.13,104,0,0,0,0,0.108,41,0,0,0,0,0
MORB,blue,o,10,1,-,0.6,2.8,9.1,0,8.5,2.9,1,0,0.7,0,0,0,0.45,2.9,0.42,35,246,381,42,172,0,0,0,1.09,111,0,0,0,0,0.014,13,0,0,0,0,0
MORB,blue,o,10,1,-,0.6,11.4,26.4,0,15.3,3.4,1.3,0,0.7,0,0,0,0.53,2.3,0.41,41,252,257,41,112,0,0,0,7.13,166,0,0,0,0,0.098,76,0,0,0,0,0
MORB,blue,o,10,1,-,0.6,12.1,27.2,0,14.9,3.9,1.3,0,0.8,0,0,0,0.65,2.7,0.4,39,302,91,40,59,0,0,0,9.6,174,0,0,0,0,0.107,114,0,0,0,0,0
MORB,blue,o,10,1,-,0.6,3.8,10,0,7.4,2.5,1,0,0.7,0,0,0,0.47,2.9,0.52,48,285,494,52,163,0,0,0,2.63,65,0,0,0,0,0.03,31,0,0,0,0,0
MORB,blue,o,10,1,-,0.6,5.3,12.9,0,8.7,2.6,0.9,0,0.6,0,0,0,0.45,2.7,0.41,41,266,377,44,136,0,0,0,2.81,79,0,0,0,0,0.032,37,0,0,0,0,0
MORB,blue,o,10,1,-,0.6,4.88,12.1,0,9.6,3.46,1.25,5,0.81,0,0,0,0.56,3.36,0.48,0,282,321,45,147,72,81,0,3.2,117,35,99,3.3,0,0,40,0,0,0,0,0
MORB,blue,o,10,1,-,0.6,5.8,0,0,0,2.5,0.9,0,0.6,0,0,0,0,2.4,0.4,42,284,126,46,63,0,0,0,5.12,101,0,0,0,0,0.057,57,0,0,0,0,0
MORB,blue,o,10,1,-,0.6,7.33,21.8,0,15.7,5.34,1.82,0,1.07,7.2,0,0,0.72,4.4,0.6,0,288,249,41,123,61,80,0,6.6,143,41,129,8.1,0,0,77,0,0,0,0,0
MORB,blue,o,10,1,-,0.6,11.2,26.1,0,13.7,3.6,1.2,0,0.8,0,0,0,0.48,2.5,0.32,41,268,104,43,62,0,0,0,10.1,181,0,0,0,0,0.114,127,0,0,0,0,0
MORB,blue,o,10,1,-,0.6,6.2,0,0,10.66,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.67,142.4,28,88.7,11.6,0,0,0,2.3,0.67,0,0.47,0
MORB,blue,o,10,1,-,0.6,13.4,0,0,13.3,3.2,1.5,0,1,0,0,0,0,3.1,0.58,46,0,51,40,38,0,0,0,10.9,143,0,0,0,0,0.143,127,0,0,0,0,0
MORB,blue,o,10,1,-,0.6,6.92,17.8,0,13.6,4.64,1.55,6,0.88,0,0,0,0.67,3.46,0.46,0,302,225,44,132,70,82,0,10.3,155,39,121,8.6,0,0,86,0,0,0,0,0
MORB,blue,o,10,1,-,0.6,11.7,0,0,20.92,4.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.58,232.5,30,133.3,20.5,0,0,108,3.1,1.32,0,1.1,0
MORB,blue,o,10,1,-,0.6,12,0,0,16.56,4.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.7,217.6,29,133.7,19.5,0,0,129,3.1,1.38,0,1.28,0
MORB,blue,o,10,1,-,0.6,24.7,52,0,27.3,6.3,1.9,0,1.1,0,0,0,0.97,2.9,0.46,35,277,120,37,61,0,0,0,22.5,281,0,0,0,0,0.283,268,0,0,0,0,0
MORB,blue,o,10,1,-,0.6,1.41,0,0,0,0,0.34,0,0.2,0,0,0,0,0,0,18.2,140,1640,76,900,85,50,0,0,0,0,33,0,0,0,0,0.62,0.15,0,0.141,0.074
MORB,blue,o,10,1,-,0.6,2.68,6.54,0,4.59,1.39,0.51,1.88,0,2.26,0,1.45,0,1.38,0,33,167,580,51,262,81,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MORB,blue,o,10,1,-,0.6,2.11,0,0,7.45,2.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.58,101.1,0,71,1.28,0,0,0,0,0,0,0,0
MORB,blue,o,10,1,-,0.6,2.31,0,0,7.73,2.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,94,0,77,1.6,0,0,0,0,0,0,0,0
MORB,blue,o,10,1,-,0.6,7.4,0,0,0,0,0.88,0,0.5,0,0,0,0,0,0,34.7,275,448,43,136,0,70,0,7.7,137,26,76,13.8,0,0.09,90,1.92,0.83,0,0.87,0.28
MORB,blue,o,10,1,-,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,410,230,49,77,81,92,0,7.98,118,28,87,10.9,0,0.245,78,0,0,5,0,0
MORB,blue,o,10,1,-,0.6,7.1,17,0,10.6,3.2,1.2,0,0.8,0,0,0,0.68,2.6,0.4,0,289,0,0,147,0,0,0,4.91,124,0,0,0,0,0.066,81,0,0,0,0,0
MORB,blue,o,10,1,-,0.6,13.62,30.05,0,16.88,4.15,1.448,5.92,0.894,4.82,0,0,0,2.74,0.379,35,291,240,39,0,0,0,0,10.12,217.6,0,0,0,0,0,0,0,0,0,0,0
MORB,blue,o,10,1,-,0.6,7.9,18.9,0,11.2,3.2,1.2,0,0.81,0,0,0,0,2.8,0.435,0,0,0,0,0,0,0,0,6.74,107,0,0,0,0,0.069,68,2.316,0,0,0,0
MORB,blue,o,10,1,-,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,400,250,60,120,70,75,48,0,95,0,120,0,0,0,75,0,0,2,0,0
MORB,blue,o,10,1,-,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245,330,40,75,75,140,17,0,135,0,85,0,0,0,7,0,0,5,0,0
MORB,blue,o,10,1,-,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.3,242,159,50.1,98.8,88.2,28.7,14.9,5.6,135,20.5,56.9,10.3,0,0,61.1,0,0,0,0,0
