Shift,Strength
1873.5131,1346.8755
1874.9539,1346.168
1876.3945,1373.6782
1877.8352,1370.8097
1879.276,1373.3281
1880.7167,1378.0903
1882.1573,1362.567
1883.598,1357.6727
1885.0388,1354.5713
1886.4795,1349.9768
1887.9202,1352.1936
1889.361,1349.3889
1890.8016,1370.6016
1892.2423,1347.413
1893.683,1321.1075
1895.1238,1350.6101
1896.5645,1349.3011
1898.0051,1360.236
1899.4459,1317.7048
1900.8866,1328.9807
1902.3273,1337.0671
1903.7681,1339.5122
1905.2087,1348.2979
1906.6494,1368.1693
1908.0901,1334.7599
1909.5309,1321.046
1910.9716,1344.3948
1912.4122,1274.2788
1913.853,1337.9363
1915.2937,1329.6777
1916.7344,1287.853
1918.175,1307.3014
1919.6158,1304.9241
1921.0565,1311.8883
1922.4972,1321.545
1923.938,1328.5616
1925.3787,1321.2325
1926.8193,1311.7053
1928.26,1289.5814
1929.7008,1282.9977
1931.1415,1318.7554
1932.5822,1327.0726
1934.0229,1322.0049
1935.4636,1319.048
1936.9043,1327.7827
1938.345,1329.5592
1939.7858,1309.6699
1941.2264,1339.6298
1942.6671,1308.4923
1944.1079,1307.0919
1945.5486,1268.186
1946.9893,1288.1069
1948.4301,1275.2618
1949.8707,1342.2107
1951.3114,1313.1357
1952.7521,1287.3083
1954.1929,1308.8015
1955.6335,1281.8756
1957.0742,1268.5587
1958.515,1245.8815
1959.9557,1257.1156
1961.3964,1295.4648
1962.837,1288.9824
1964.2778,1296.5231
1965.7185,1295.1262
1967.1592,1315.8291
1968.6,1287.4766
1970.0406,1285.7493
1971.4813,1268.261
1972.922,1278.7019
1974.3628,1260.9043
1975.8035,1274.6525
1977.2441,1295.5125
1978.6849,1289.0289
1980.1256,1297.4739
1981.5663,1296.5692
1983.007,1273.3762
1984.4478,1272.2046
1985.8884,1287.2532
1987.3291,1279.2517
1988.7699,1264.5017
1990.2106,1244.2086
1991.6512,1236.4761
1993.092,1261.0464
1994.5327,1239.8065
1995.9734,1242.8419
1997.4141,1216.384
1998.8549,1207.4225
2000.2955,1240.2659
2001.7362,1271.0814
2003.177,1260.7383
2004.6177,1239.051
2006.0583,1294.3467
2007.499,1275.5398
2008.9398,1255.7372
2010.3805,1259.627
2011.8212,1262.7545
2013.262,1237.4279
2014.7026,1241.0825
2016.1433,1240.1252
2017.584,1235.6816
2019.0248,1255.6735
2020.4655,1244.9637
2021.9061,1228.6211
2023.3469,1252.1707
2024.7876,1258.9069
2026.2283,1247.6428
2027.6689,1257.7953
2029.1097,1253.5188
2030.5504,1263.9156
2031.9911,1235.8611
2033.4319,1230.9045
2034.8726,1260.2527
2036.3132,1218.1263
2037.754,1191.6802
2039.1947,1219.0835
2040.6354,1242.952
2042.076,1233.6852
2043.5168,1232.9564
2044.9575,1219.041
2046.3982,1202.3561
2047.839,1217.1256
2049.2795,1206.3337
2050.7205,1201.5067
2052.1611,1212.0829
2053.6018,1225.955
2055.0425,1236.6454
2056.4832,1209.7606
2057.9238,1187.7454
2059.3645,1216.0438
2060.8054,1227.4124
2062.2461,1202.8191
2063.6868,1181.8488
2065.1274,1175.9381
2066.5681,1188.5804
2068.0088,1187.3881
2069.4495,1196.5657
2070.8904,1191.5903
2072.3311,1189.3774
2073.7717,1207.2043
2075.2124,1177.476
2076.6531,1176.1647
2078.0938,1206.0548
2079.5344,1198.1375
2080.9753,1184.8422
2082.416,1225.0562
2083.8567,1244.7529
2085.2974,1238.4303
2086.738,1202.7295
2088.1787,1199.4918
2089.6194,1190.0321
2091.0603,1215.4823
2092.501,1195.8718
2093.9417,1165.2762
2095.3823,1197.3888
2096.823,1178.3286
2098.2637,1208.7164
2099.7046,1176.2592
2101.1453,1143.6472
2102.5859,1172.736
2104.0266,1165.1348
2105.4673,1172.1003
2106.908,1170.324
2108.3486,1158.1003
2109.7896,1195.5867
2111.2302,1134.0909
2112.6709,1137.235
2114.1116,1155.1539
2115.5522,1171.4021
2116.9929,1173.47
2118.4336,1146.9685
2119.8745,1158.6465
2121.3152,1181.8167
2122.7559,1171.5343
2124.1965,1201.288
2125.6372,1157.2245
2127.0779,1177.5735
2128.5186,1140.7263
2129.9595,1208.1338
2131.4001,1190.4661
2132.8408,1162.5972
2134.2815,1121.8372
2135.7222,1181.0929
2137.1628,1147.7302
2138.6035,1150.7777
2140.0444,1128.0585
2141.4851,1150.4896
2142.9258,1137.7982
2144.3665,1144.0618
2145.8071,1174.8741
2147.2478,1159.1119
2148.6885,1179.7094
2150.1294,1101.7396
2151.5701,1181.2146
2153.0107,1163.9104
2154.4514,1153.5273
2155.8921,1114.4147
2157.3328,1174.0635
2158.7734,1107.7723
2160.2144,1137.1708
2161.655,1107.3376
2163.0957,1114.288
2164.5364,1141.9548
2165.9771,1155.5161
2167.4177,1144.4435
2168.8584,1129.1254
2170.2993,1121.996
2171.74,1104.1426
2173.1807,1159.6783
2174.6213,1131.863
2176.062,1114.3663
2177.5027,1109.439
2178.9434,1164.9098
2180.3843,1140.5542
2181.825,1119.837
2183.2656,1132.7655
2184.7063,1077.7916
2186.147,1119.4102
2187.5876,1102.3346
2189.0286,1106.4701
2190.4692,1087.9634
2191.9099,1118.5858
2193.3506,1126.0168
2194.7913,1094.0126
2196.2319,1116.8492
2197.6726,1097.0292
2199.1135,1108.4009
2200.5542,1059.2329
2201.9949,1135.3682
2203.4355,1108.1366
2204.8762,1090.0354
2206.3169,1097.5352
2207.7576,1058.1392
2209.1985,1121.9565
2210.6392,1062.0226
2212.0798,1061.1613
2213.5205,1117.5808
2214.9612,1059.1625
2216.4019,1097.6444
2217.8425,1091.3224
2219.2834,1067.4417
2220.7241,1110.099
2222.1648,1081.0708
2223.6055,1100.9882
2225.0461,1081.9775
2226.4868,1097.7373
2227.9275,1092.6013
2229.3684,1087.001
2230.8091,1093.2413
2232.2498,1080.8558
2233.6904,1113.3274
2235.1311,1076.4572
2236.5718,1091.0381
2238.0125,1099.7047
2239.4534,1095.7928
2240.894,1099.067
2242.3347,1105.7841
2243.7754,1087.3689
2245.2161,1097.3344
2246.6567,1084.9299
2248.0974,1095.4685
2249.5383,1078.4008
2250.979,1063.0222
2252.4197,1068.943
2253.8604,1057.1274
2255.301,1071.7323
2256.7417,1066.9683
2258.1824,1077.4055
2259.6233,1064.6206
2261.064,1073.2786
2262.5046,1095.1449
2263.9453,1073.1805
2265.386,1067.4547
2266.8267,1056.0404
2268.2673,1042.6205
2269.7083,1064.5792
2271.1489,1066.2856
2272.5896,1060.5079
2274.0303,1062.3588
2275.4709,1047.1224
2276.9116,1053.3047
2278.3525,1065.8811
2279.7932,1060.7764
2281.2339,1033.4229
2282.6746,1026.829
2284.1152,1053.8225
2285.5559,1051.6555
2286.9966,1029.0841
2288.4375,1038.1215
2289.8782,1034.5427
2291.3188,1023.2339
2292.7595,1039.9598
2294.2002,1052.5701
2295.6409,1025.9602
2297.0815,1040.2599
2298.5225,1043.3938
2299.9631,1056.3682
2301.4038,1036.8289
2302.8445,1009.3596
2304.2852,1055.3599
2305.7258,1052.9645
2307.1665,1045.5941
2308.6074,1025.2689
2310.0481,1016.4629
2311.4888,1050.9299
2312.9294,1032.1683
2314.3701,1044.3047
2315.8108,1012.2534
2317.2515,1046.7859
2318.6924,1019.7747
2320.1331,1045.2404
2321.5737,1039.4617
2323.0144,1017.9224
2324.4551,1006.4293
2325.8958,1026.5034
2327.3364,1041.4353
2328.7773,1041.2028
2330.218,1012.0253
2331.6587,1026.8799
2333.0994,1011.5806
2334.54,1009.1241
2335.9807,1055.7563
2337.4214,1016.0011
2338.8623,1033.8907
2340.303,1017.076
2341.7437,1035.5093
2343.1843,1037.2383
2344.625,1036.9
2346.0657,1027.5375
2347.5063,1006.411
2348.9473,1003.9809
2350.3879,1015.0154
2351.8286,1022.5989
2353.2693,1010.0236
2354.71,1033.2324
2356.1506,1045.2174
2357.5913,1038.431
2359.0322,1023.0759
2360.4729,1014.0029
2361.9136,1022.2484
2363.3542,1020.6458
2364.7949,1005.7634
2366.2356,996.54095
2367.6765,1010.1094
2369.1172,1014.353
2370.5579,994.73505
2371.9985,1009.1815
2373.4392,985.1972
2374.8799,1003.7457
2376.3206,988.276
2377.7615,999.00476
2379.2021,1013.8859
2380.6428,1018.6142
2382.0835,984.25342
2383.5242,1006.8167
2384.9648,1000.2058
2386.4055,978.53284
2387.8464,1007.925
2389.2871,1019.9899
2390.7278,991.02136
2392.1685,964.03601
2393.6091,994.11969
2395.0498,986.10632
2396.4905,1002.7589
2397.9314,991.01117
2399.3721,1008.0767
2400.8127,1001.2072
2402.2534,983.97339
2403.6941,988.94702
2405.1348,985.41211
2406.5754,980.50067
2408.0164,981.35077
2409.457,966.62006
2410.8977,985.00885
2412.3384,994.37616
2413.7791,979.96478
2415.2197,962.55597
2416.6604,953.77789
2418.1013,972.60919
2419.542,986.57599
2420.9827,983.83636
2422.4233,988.86115
2423.864,936.66443
2425.3047,938.83136
2426.7454,934.58838
2428.1863,964.73914
2429.627,988.81799
2431.0676,982.7724
2432.5083,997.88782
2433.949,946.87103
2435.3896,971.95636
2436.8303,939.6543
2438.2712,976.75732
2439.7119,967.73822
2441.1526,960.20831
2442.5933,964.26831
2444.0339,950.19861
2445.4746,967.56702
2446.9153,968.69305
2448.3562,966.23779
2449.7969,964.64819
2451.2375,965.54401
2452.6782,966.34961
2454.1189,963.48279
2455.5596,966.73322
2457.0005,965.39844
2458.4412,971.45477
2459.8818,947.50409
2461.3225,939.20288
2462.7632,973.39093
2464.2039,967.87854
2465.6445,970.43329
2467.0854,937.98456
2468.5261,940.65576
2469.9668,962.05011
2471.4075,941.49042
2472.8481,950.43311
2474.2888,923.80188
2475.7295,952.2605
2477.1704,934.09827
2478.6111,945.62677
2480.0518,954.44635
2481.4924,968.80109
2482.9331,963.9635
2484.3738,953.11157
2485.8145,953.85486
2487.2554,961.92242
2488.696,945.36603
2490.1367,933.09369
2491.5774,948.76202
2493.0181,939.17633
2494.4587,944.1936
2495.8994,922.81958
2497.3403,940.75574
2498.781,943.38599
2500.2217,941.3902
2501.6624,895.7085
2503.103,939.2832
2504.5437,940.30072
2505.9844,944.15564
2507.4253,924.50873
2508.866,939.13177
2510.3066,952.88635
2511.7473,959.35474
2513.188,909.75952
2514.6287,947.52344
2516.0693,947.4032
2517.5103,951.3244
2518.9509,951.34088
2520.3916,948.80396
2521.8323,922.22089
2523.2729,923.74139
2524.7136,931.29047
2526.1543,954.44214
2527.5952,935.45007
2529.0359,927.66681
2530.4766,916.0589
2531.9172,915.3562
2533.3579,924.86469
2534.7986,936.93365
2536.2393,925.2724
2537.6802,936.56494
2539.1208,933.20374
2540.5615,915.06641
2542.0022,921.00439
2543.4429,922.34363
2544.8835,936.13635
2546.3245,918.85059
2547.7651,923.44366
2549.2058,938.96301
2550.6465,926.66418
2552.0872,920.37195
2553.5278,911.58923
2554.9685,893.62878
2556.4094,912.2641
2557.8501,920.3006
2559.2908,940.22882
2560.7314,918.78613
2562.1721,916.67413
2563.6128,926.97638
2565.0535,910.06427
2566.4944,915.79584
2567.9351,908.66278
2569.3757,935.53613
2570.8164,894.49347
2572.2571,905.54785
2573.6978,904.72449
2575.1384,900.46301
2576.5793,906.85547
2578.02,892.98853
2579.4607,874.88623
2580.9014,901.97931
2582.342,911.42767
2583.7827,897.88013
2585.2234,907.48883
2586.6643,910.86157
2588.105,907.40912
2589.5457,893.69012
2590.9863,898.71442
2592.427,922.0401
2593.8677,906.07983
2595.3083,906.21368
2596.7493,922.88501
2598.1899,897.89398
2599.6306,874.32239
2601.0713,892.61475
2602.512,901.80695
2603.9526,896.00403
2605.3933,893.22595
2606.8342,889.6698
2608.2749,888.13855
2609.7156,889.60138
2611.1563,907.86182
2612.5969,905.71851
2614.0376,864.57843
2615.4783,893.9173
2616.9192,893.69348
2618.3599,887.92603
2619.8005,885.19073
2621.2412,874.01691
2622.6819,881.80139
2624.1226,888.17151
2625.5632,897.41907
2627.0042,885.53473
2628.4448,876.13043
2629.8855,855.42975
2631.3262,858.71265
2632.7668,887.33917
2634.2075,907.17963
2635.6484,851.4585
2637.0891,880.47217
2638.5298,857.56134
2639.9705,889.97174
2641.4111,876.11469
2642.8518,896.57489
2644.2925,897.85095
2645.7334,883.86328
2647.1741,871.99927
2648.6147,864.35022
2650.0554,852.90509
2651.4961,868.71173
2652.9368,865.97052
2654.3774,847.32556
2655.8184,862.99274
2657.259,866.1673
2658.6997,857.48907
2660.1404,852.30164
2661.5811,866.27795
2663.0217,878.1637
2664.4624,849.15784
2665.9033,879.96136
2667.344,883.47925
2668.7847,911.32086
2670.2253,896.61792
2671.666,889.92621
2673.1067,862.96918
2674.5474,861.43878
2675.9883,865.81207
2677.429,881.06104
2678.8696,862.01038
2680.3103,863.43335
2681.751,884.36584
2683.1917,875.90356
2684.6323,883.76013
2686.0732,825.23755
2687.5139,862.68158
2688.9546,858.43805
2690.3953,850.32587
2691.8359,846.44769
2693.2766,865.737
2694.7173,859.11328
2696.1582,851.19012
2697.5989,864.11816
2699.0396,854.64264
2700.4802,849.63055
2701.9209,830.16394
2703.3616,842.5484
2704.8022,858.37738
2706.2432,845.09741
2707.6838,834.29291
2709.1245,860.44482
2710.5652,864.19434
2712.0059,854.40247
2713.4465,853.77832
2714.8875,856.87823
2716.3281,835.67853
2717.7688,836.64264
2719.2095,818.43158
2720.6501,846.51172
2722.0908,838.79077
2723.5315,842.20416
2724.9724,837.46936
2726.4131,814.33905
2727.8538,843.79858
2729.2944,855.77899
2730.7351,853.77795
2732.1758,835.30096
2733.6165,848.02142
2735.0574,848.0235
2736.498,835.44263
2737.9387,848.11237
2739.3794,818.98676
2740.8201,830.28955
2742.2607,846.2832
2743.7014,859.2276
2745.1423,834.45618
2746.583,837.16467
2748.0237,847.75568
2749.4644,846.55664
2750.905,847.86646
2752.3457,843.20367
2753.7864,847.56604
2755.2273,828.12817
2756.668,839.81671
2758.1086,837.77411
2759.5493,829.30682
2760.99,808.78522
2762.4307,786.22797
2763.8713,819.64832
2765.3123,844.83246
2766.7529,850.93427
2768.1936,827.44482
2769.6343,827.05573
2771.075,823.06628
2772.5156,834.66699
2773.9563,834.93488
2775.3972,816.49829
2776.8379,824.89117
2778.2786,787.80554
2779.7192,820.18219
2781.1599,815.99976
2782.6006,831.79816
2784.0413,836.53058
2785.4822,821.48767
2786.9229,808.61505
2788.3635,821.76526
2789.8042,823.42059
2791.2449,807.505
2792.6855,821.0036
2794.1262,808.69952
2795.5671,827.37732
2797.0078,804.11316
2798.4485,809.20996
2799.8892,815.34265
2801.3298,813.98419
2802.7705,813.49127
2804.2114,826.74359
2805.6521,825.50146
2807.0928,804.39386
2808.5334,801.25891
2809.9741,797.42108
2811.4148,796.31793
2812.8555,829.83557
2814.2964,837.9577
2815.7371,807.6402
2817.1777,794.87891
2818.6184,792.84149
2820.0591,797.1712
2821.4998,814.40503
2822.9404,795.14252
2824.3813,796.10626
2825.822,807.02161
2827.2627,803.02942
2828.7034,790.71173
2830.144,797.95062
2831.5847,786.6012
2833.0254,788.94562
2834.4663,796.57507
2835.907,784.92505
2837.3477,773.4361
2838.7883,768.13086
2840.229,776.91235
2841.6697,782.84296
2843.1104,770.80975
2844.5513,766.69885
2845.9919,802.36774
2847.4326,779.45081
2848.8733,777.34558
2850.314,774.58673
2851.7546,783.0896
2853.1953,783.93903
2854.6362,788.62067
2856.0769,783.14575
2857.5176,768.65057
2858.9583,778.13721
2860.3989,764.3288
2861.8396,777.80481
2863.2803,774.75165
2864.7212,782.71393
2866.1619,771.70624
2867.6025,769.7688
2869.0432,763.90234
2870.4839,758.4494
2871.9246,765.35468
2873.3652,747.04352
2874.8062,761.00092
2876.2468,760.03265
2877.6875,759.62433
2879.1282,758.62207
2880.5688,751.06097
2882.0095,740.25684
2883.4502,750.68951
2884.8911,763.59943
2886.3318,754.98663
2887.7725,768.55811
2889.2131,766.08179
2890.6538,748.93439
2892.0945,743.20459
2893.5354,752.22748
2894.9761,752.6181
2896.4167,775.2077
2897.8574,758.08026
2899.2981,753.96979
2900.7388,732.95563
2902.1794,733.88892
2903.6204,737.82709
2905.061,760.94788
2906.5017,749.69543
2907.9424,751.39557
2909.3831,732.60248
2910.8237,746.1814
2912.2644,746.2627
2913.7053,745.06329
2915.146,745.92267
2916.5867,751.52271
2918.0273,735.12982
2919.468,746.06848
2920.9087,741.84772
2922.3494,742.53607
2923.7903,738.70599
2925.231,740.51233
2926.6716,736.27734
2928.1123,726.61621
2929.553,724.93787
2930.9937,744.41858
2932.4343,748.12054
2933.8752,735.98816
2935.3159,738.19647
2936.7566,725.4339
2938.1973,738.62061
2939.6379,733.09167
2941.0786,734.78174
2942.5193,736.34247
2943.9602,730.21857
2945.4009,735.99774
2946.8416,740.52972
2948.2822,711.60376
2949.7229,719.94086
2951.1636,720.90192
2952.6042,726.05035
2954.0452,730.58942
2955.4858,720.84589
2956.9265,719.51288
2958.3672,720.09833
2959.8079,729.09485
2961.2485,726.336
2962.6892,726.54333
2964.1301,707.06525
2965.5708,723.57513
2967.0115,714.84515
2968.4521,700.73828
2969.8928,700.27856
2971.3335,713.56738
2972.7742,724.09747
2974.2151,726.28754
2975.6558,742.06433
2977.0964,723.59943
2978.5371,710.63123
2979.9778,708.63184
2981.4185,697.30139
2982.8594,706.55145
2984.3,700.42981
2985.7407,709.04022
2987.1814,699.38019
2988.6221,689.41949
2990.0627,707.17792
2991.5034,694.72748
2992.9443,700.52911
2994.385,702.47278
2995.8257,701.80426
2997.2664,694.17822
2998.707,697.95392
3000.1477,705.6676
3001.5884,703.28125
3003.0293,685.05066
3004.47,702.20428
3005.9106,701.45935
3007.3513,692.8429
3008.792,695.63464
3010.2327,707.66919
3011.6733,692.91681
3013.1143,698.45099
3014.5549,707.52777
3015.9956,695.711
3017.4363,702.07672
3018.877,691.50903
3020.3176,686.9043
3021.7583,701.64679
3023.1992,685.15204
3024.6399,667.87256
3026.0806,695.1925
3027.5212,687.50342
3028.9619,686.67523
3030.4026,691.65021
3031.8433,695.29028
3033.2842,683.49835
3034.7249,672.30548
3036.1655,691.47443
3037.6062,680.27197
3039.0469,689.8728
3040.4875,681.02545
3041.9282,666.92816
3043.3691,665.94067
3044.8098,692.69757
3046.2505,685.50354
3047.6912,673.28107
3049.1318,681.60114
3050.5725,661.26306
3052.0132,675.56616
3053.4541,684.96118
3054.8948,697.34656
3056.3354,688.92523
3057.7761,664.05035
3059.2168,672.00024
3060.6575,668.09332
3062.0981,688.68646
3063.5391,660.89612
3064.9797,675.14636
3066.4204,687.78955
3067.8611,677.84753
3069.3018,673.97607
3070.7424,669.63605
3072.1833,666.77722
3073.624,674.36932
3075.0647,672.83276
3076.5054,676.61603
3077.946,676.20648
3079.3867,677.44257
3080.8274,668.21991
3082.2683,664.75781
3083.709,673.46936
3085.1497,672.91461
3086.5903,662.62872
3088.031,674.81421
3089.4717,667.03522
3090.9124,681.38867
3092.3533,682.96783
3093.7939,674.36047
3095.2346,669.34003
3096.6753,675.69141
3098.116,648.32635
3099.5566,673.1756
3100.9973,658.72766
3102.4382,665.5307
3103.8789,664.06976
3105.3196,659.48706
3106.7603,648.25879
3108.2009,655.62848
3109.6416,636.84106
3111.0823,665.53101
3112.5232,653.56573
3113.9639,673.22327
3115.4045,663.83087
3116.8452,657.25647
3118.2859,645.17633
3119.7266,643.61969
3121.1672,657.93951
3122.6082,658.55035
3124.0488,669.57581
3125.4895,659.68866
3126.9302,654.61456
3128.3708,653.97998
3129.8115,666.65778
3131.2522,645.08026
3132.6931,655.93481
3134.1338,648.22729
3135.5745,662.35925
3137.0151,639.98242
3138.4558,641.5882
3139.8965,647.42737
3141.3372,635.53534
3142.7781,631.48785
3144.2188,636.0697
3145.6594,641.58069
3147.1001,636.87524
3148.5408,653.10712
3149.9814,655.77124
3151.4221,639.14923
3152.863,638.22852
3154.3037,687.48755
3155.7444,638.83612
3157.1851,645.78217
3158.6257,647.65826
3160.0664,637.56403
3161.5073,653.22388
3162.948,654.94049
3164.3887,647.65735
3165.8293,649.47302
3167.27,653.56549
3168.7107,636.67633
3170.1514,650.37476
3171.5923,649.37671
3173.033,631.258
3174.4736,634.79535
3175.9143,635.3371
3177.355,659.92651
3178.7957,629.56409
3180.2363,636.74841
3181.6772,642.46808
3183.1179,652.54309
3184.5586,644.64447
3185.9993,652.05945
3187.4399,629.23596
3188.8806,649.44855
3190.3213,646.0155
3191.7622,637.92139
3193.2029,642.02148
3194.6436,632.40729
3196.0842,641.93402
3197.5249,615.89496
3198.9656,642.76471
3200.4063,624.22626
3201.8472,631.56635
3203.2878,654.07739
3204.7285,648.09778
3206.1692,635.10474
3207.6099,629.96783
3209.0505,638.68597
3210.4912,646.69073
3211.9321,643.59418
3213.3728,635.65686
3214.8135,625.87195
3216.2542,622.84589
3217.6948,630.86566
3219.1355,642.8739
3220.5762,640.9812
3222.0171,636.38287
3223.4578,622.29706
3224.8984,634.68134
3226.3391,646.28552
3227.7798,639.39124
3229.2205,640.35278
3230.6611,638.22675
3232.1021,641.95221
3233.5427,630.79218
3234.9834,616.4917
3236.4241,627.53149
3237.8647,626.18011
3239.3054,631.27618
3240.7461,627.68658
3242.187,631.69763
3243.6277,633.73181
3245.0684,637.02026
3246.509,633.06885
3247.9497,629.44843
3249.3904,620.16162
3250.8313,623.96643
3252.272,641.00098
3253.7126,623.15173
3255.1533,628.29358
3256.594,610.50281
3258.0347,616.32117
3259.4753,616.76819
3260.9163,624.72412
3262.3569,615.50684
3263.7976,618.34607
3265.2383,625.6886
3266.679,626.23004
3268.1196,618.65881
3269.5603,623.88141
3271.0012,615.25568
3272.4419,613.61694
3273.8826,623.42493
3275.3232,613.75446
3276.7639,625.97137
3278.2046,612.20947
3279.6453,601.59448
3281.0862,624.82111
3282.5269,619.58508
3283.9675,603.62524
3285.4082,615.54791
3286.8489,600.29462
3288.2896,601.47552
3289.7302,598.55157
3291.1711,595.01056
3292.6118,608.31049
3294.0525,596.82758
3295.4932,600.60919
3296.9338,606.65118
3298.3745,621.32385
3299.8152,611.26471
3301.2561,599.52576
3302.6968,603.78607
3304.1375,609.43292
3305.5781,626.26166
3307.0188,599.42273
3308.4595,605.38867
3309.9001,600.7121
3311.3411,608.46118
3312.7817,603.69641
3314.2224,621.70337
3315.6631,603.97693
3317.1038,624.44458
3318.5444,614.41034
3319.9851,609.61597
3321.426,588.18304
3322.8667,598.19
3324.3074,602.34052
3325.748,588.6828
3327.1887,600.4751
3328.6294,598.2345
3330.0701,598.74377
3331.511,588.25995
3332.9517,595.75043
3334.3923,607.00494
3335.833,592.89374
3337.2737,591.6225
3338.7144,586.28546
3340.1553,597.43878
3341.5959,588.15942
3343.0366,585.76776
3344.4773,589.88446
3345.918,593.97369
3347.3586,601.87878
3348.7993,600.08154
3350.2402,598.87085
3351.6809,598.02466
3353.1216,597.06049
3354.5623,594.61017
3356.0029,601.30463
3357.4436,612.69775
3358.8843,595.70123
3360.3252,575.6911
3361.7659,588.72015
3363.2065,593.11011
3364.6472,578.36444
3366.0879,614.09302
3367.5286,604.81805
3368.9692,586.67987
3370.4102,578.80347
3371.8508,584.18884
3373.2915,581.61176
3374.7322,593.85394
3376.1729,587.37653
3377.6135,574.52435
3379.0542,578.96576
3380.4951,589.96399
3381.9358,580.13806
3383.3765,578.77948
3384.8171,585.24811
3386.2578,587.19623
3387.6985,568.30365
3389.1392,587.6723
3390.5801,573.13403
3392.0208,595.27899
3393.4614,586.03973
3394.9021,579.38904
3396.3428,582.22772
3397.7834,587.5791
3399.2241,584.95856
3400.665,582.85474
3402.1057,574.9342
3403.5464,584.75208
3404.9871,588.76862
3406.4277,584.9198
3407.8684,572.99194
3409.3091,582.67169
3410.75,597.65442
3412.1907,591.58575
3413.6313,587.48474
3415.072,585.11639
3416.5127,586.612
3417.9534,581.28778
3419.394,571.75507
3420.835,580.52521
3422.2756,583.38623
3423.7163,576.89185
3425.157,569.51263
3426.5977,572.62958
3428.0383,563.81384
3429.4792,575.32263
3430.9199,586.52319
3432.3606,589.99884
3433.8013,552.66003
3435.2419,565.23029
3436.6826,575.35315
3438.1233,568.42706
3439.5642,557.91089
3441.0049,562.40601
3442.4456,580.0719
3443.8862,571.19904
3445.3269,562.47253
3446.7676,569.16937
3448.2083,568.49579
3449.6492,566.10376
3451.0898,562.85626
3452.5305,578.25269
3453.9712,566.33734
3455.4119,556.83978
3456.8525,554.89166
3458.2932,565.80652
3459.7341,564.68292
3461.1748,555.15265
3462.6155,546.05261
3464.0562,563.8548
3465.4968,557.06433
3466.9375,554.72681
3468.3782,549.79102
3469.8191,557.96979
3471.2598,567.01251
3472.7004,542.56525
3474.1411,547.59265
3475.5818,558.19702
3477.0225,552.99548
3478.4631,548.60126
3479.9041,537.03351
3481.3447,543.5946
3482.7854,560.04248
3484.2261,556.55463
3485.6667,536.03094
3487.1074,561.09125
3488.5481,559.11414
3489.989,544.75238
3491.4297,539.86292
3492.8704,542.08722
3494.311,547.44965
3495.7517,537.82202
3497.1924,549.84045
3498.6331,545.29199
3500.074,534.72076
3501.5146,540.75494
3502.9553,554.35785
3504.396,543.45258
3505.8367,544.04047
3507.2773,545.60864
3508.718,541.61572
3510.1589,545.32385
3511.5996,543.14545
3513.0403,528.17627
3514.481,519.94794
3515.9216,542.85425
3517.3623,539.18268
3518.8032,522.09717
3520.2439,536.99854
3521.6846,529.79474
3523.1252,539.12549
3524.5659,543.82104
3526.0066,550.78851
3527.4473,543.51215
3528.8882,531.15717
3530.3289,544.88678
3531.7695,539.13129
3533.2102,534.95135
3534.6509,530.36719
3536.0916,525.14685
3537.5322,534.11298
3538.9731,539.92731
3540.4138,520.15991
3541.8545,528.03894
3543.2952,531.08893
3544.7358,530.35754
3546.1765,533.86737
3547.6172,536.82666
3549.0581,522.38763
3550.4988,522.0849
3551.9395,542.94873
3553.3801,528.54199
3554.8208,523.76483
3556.2615,536.4621
3557.7021,526.25787
3559.1431,524.91962
3560.5837,517.00781
3562.0244,523.56287
3563.4651,519.61279
3564.9058,525.20685
3566.3464,524.41095
3567.7871,520.86011
3569.228,516.73328
3570.6687,522.7038
3572.1094,521.03497
3573.55,521.69336
3574.9907,519.1886
3576.4314,525.5697
3577.8721,520.98175
3579.313,502.23932
3580.7537,517.84009
3582.1943,512.15314
3583.635,508.26526
3585.0757,525.99512
3586.5164,522.72968
3587.957,506.29285
3589.3979,520.70166
3590.8386,509.66406
3592.2793,532.3349
3593.72,502.9223
3595.1606,500.29678
3596.6013,512.71704
3598.042,500.52151
3599.4829,513.06958
3600.9236,517.97198
3602.3643,515.90149
3603.8049,526.40338
3605.2456,521.10364
3606.6863,513.82867
3608.1272,522.14227
3609.5679,522.56451
3611.0085,524.63275
3612.4492,522.92975
3613.8899,529.74768
3615.3306,539.02594
3616.7712,527.47272
3618.2122,531.83026
3619.6528,530.11896
3621.0935,548.01782
3622.5342,561.78088
3623.9749,543.36987
3625.4155,549.53131
3626.8562,547.21924
3628.2971,553.81012
3629.7378,546.81921
3631.1785,541.854
3632.6191,535.52936
3634.0598,540.40637
3635.5005,533.87067
3636.9412,539.9953
3638.3821,532.12012
3639.8228,554.25226
3641.2634,546.54932
3642.7041,537.53717
3644.1448,532.47906
3645.5854,527.59283
3647.0261,517.57208
3648.467,531.51929
3649.9077,541.3205
3651.3484,523.38855
3652.7891,532.32062
3654.2297,505.3681
3655.6704,537.91675
3657.1111,509.56122
3658.552,508.09415
3659.9927,505.34058
3661.4333,500.01999
3662.874,500.24384
3664.3147,509.26318
3665.7554,490.53046
3667.196,506.19199
3668.637,519.30945
3670.0776,506.36023
3671.5183,487.15079
3672.959,494.67184
3674.3997,497.01031
3675.8403,499.92419
3677.281,490.19791
3678.7219,492.5217
3680.1626,480.92239
