,20, 0, 80,
,40, 0, 60,
,60, 0, 40,
,80, 0, 20,

,20, 80, 0,
,40, 60, 0,
,60, 40, 0,
,80, 20, 0,

,0, 80, 20,
,0, 60, 40,
,0, 40, 60,
,0, 20, 80

,50, 0, 50,
,40, 20, 40,

,0, 50, 50,
,20, 40, 40,

,50, 50, 0,
,40, 40, 20, 

,25, 0, 75,
,0, 25, 75,

,75, 0, 25,
,75, 25, 0,

,25, 75, 0,
,0, 75, 25, 

,20, 20, 60,
,60, 20, 20,
,20, 60, 20, 
,12.5, 12.5, 75,
,75, 12.5, 12.5,
,12.5, 75, 12.5, 
