111  Cd  [ He ] 	,Tested	,0.0959804444701	,0.281951938738	,0.118841889869	,0.123585140749	,0.106778872006	,0.116357908116	,0.180054084364	,0.0	,0.303475161809	,0.0929823207681	,0.11738395427	,0.0983022140543	,0.123224724587	,0.169652601584	,0.116977566839	,0.00119946540617	,0.25953903077	,0.115346938271	,0.116574649583	,0.085782829264	,
	,Real	,0.0959804444701	,0.252845960493	,0.102705025343	,0.107596224333	,0.0959804444701	,0.109172386067	,0.176585287407	,0.0	,0.314002243816	,0.0959804444701	,0.118266552771	,0.0949471815615	,0.112761913796	,0.146583180446	,0.0959804444701	,0.000950551418068	,0.204010856897	,0.093807334683	,0.104882600551	,0.0959804444701	,
115  In  [ He ] 	,Tested	,2214.95397087	,4333.11097817	,4327.26556979	,4365.11379741	,2209.25699561	,4372.61547395	,4350.44328363	,2268.02140043	,4228.66036037	,2184.88388368	,4196.03815409	,3920.96852231	,4136.91228508	,4052.77435528	,2043.51783375	,2059.00433265	,3881.02478711	,3843.89031005	,3933.57691688	,2035.80552999	,
	,Real	,2214.95397087	,4357.38534553	,4355.7872336	,4386.77458982	,2214.95397087	,4375.85360736	,4352.03469005	,2272.86068465	,4256.2971113	,2214.95397087	,4296.30306694	,4064.29728067	,4349.49895411	,4326.61316402	,2214.95397087	,2261.03987083	,4302.42850662	,4275.41495792	,4351.64408222	,2214.95397087	,
118  Sn  [ He ] 	,Tested	,1.92186176062	,2.00302576179	,1.5653432741	,1.81375164309	,1.89711389675	,3.4440374112	,6.28575362249	,0.0	,1.92976427115	,1.84699483172	,1.56618974236	,1.7791989394	,3.1447666363	,5.95210829763	,1.73486084473	,0.0	,1.7863611803	,1.4912200393	,1.83107245963	,1.7073354228	,
	,Real	,1.92186176062	,2.01429219781	,1.57939093502	,1.83391369659	,1.92186176062	,3.49754123651	,6.4066811551	,0.0	,1.99056988243	,1.92186176062	,1.64691952334	,1.89339704803	,3.39074631061	,6.50585738275	,1.92186176062	,0.0	,2.02073484891	,1.69517104118	,2.07932642195	,1.92186176062	,
121  Sb  [ He ] 	,Tested	,6.8823246094	,27.1863459183	,36.1323035462	,23.9429748606	,6.87104431936	,17.0259204705	,19.2749082337	,1.95750283842	,25.3598064832	,6.79106400626	,35.4977781628	,23.3167939351	,17.2065919983	,15.1581001077	,6.22113293804	,0.332680801494	,8.9526732521	,14.9024790048	,11.9089680096	,6.23213340001	,
	,Real	,6.8823246094	,27.3853709666	,36.4294439627	,24.0738691606	,6.8823246094	,17.0009325531	,19.2241994551	,1.95572934113	,25.470199309	,6.8823246094	,36.4381821574	,24.3208934006	,18.2857265788	,16.4366918393	,6.8823246094	,0.374371427013	,10.1960479422	,17.0270073136	,13.4831166831	,6.8823246094	,
125  Te  [ He ] 	,Tested	,0.0261306591732	,0.0	,0.0	,0.0	,0.0	,0.0	,0.129818118959	,0.0	,0.0	,0.0261189044907	,0.0255549092176	,0.0	,0.0	,0.103310654018	,0.0	,0.0130594522454	,0.0	,0.0	,0.0	,0.0	,
	,Real	,0.0261306591732	,0.0	,-0.0	,-0.0	,-0.0	,0.0	,0.25902878932	,0.0	,0.0	,0.0261306591732	,0.0260998163281	,0.0	,0.0	,0.308766589949	,nan	,-0.0416550595864	,-0.0	,-0.0	,-0.0	,-0.0	,
133  Cs  [ He ] 	,Tested	,1.54631084156	,1.03538593949	,0.0875177718451	,1.06045904781	,1.51068823684	,9.4576993174	,1.09905576152	,0.000518860774765	,1.04515078223	,1.51119531063	,0.0890790423264	,0.993968708764	,9.08656099487	,1.05907325105	,1.41158699588	,0.00246406351741	,0.955341785043	,0.0875435576632	,0.936040823134	,1.41965244505	,
	,Real	,1.54631084156	,1.05325555259	,0.0897084126226	,1.08811465334	,1.54631084156	,9.64690316458	,1.11778532854	,0.000527202726945	,1.06392007378	,1.54631084156	,0.0919455776235	,1.03822278974	,9.63086738105	,1.14101683459	,1.54631084156	,0.002738284698	,1.07239331192	,0.098497263867	,1.04382369114	,1.54631084156	,
135  Ba  [ He ] 	,Tested	,479.814163288	,625.689549609	,120.117563098	,1083.00577426	,485.84696745	,793.842092771	,1339.69011022	,0.00483980742064	,626.216851039	,480.580294459	,118.621945046	,1067.81776804	,765.492829895	,1291.09199188	,460.456454688	,0.110110246307	,576.103625818	,111.897330855	,965.469144422	,445.910595863	,
	,Real	,479.814163288	,623.307050562	,119.217045877	,1071.64829788	,479.814163288	,783.418578821	,1322.97595379	,0.00478955930034	,621.99713665	,479.814163288	,119.218414344	,1081.58795968	,782.250662358	,1332.0526907	,479.814163288	,0.115834954952	,611.434096632	,119.622945864	,1037.19657874	,479.814163288	,
137  Ba  [ He ] 	,Tested	,488.384651573	,654.30500235	,119.633942962	,1103.66589378	,489.497653969	,837.24731255	,1348.95668985	,0.017198931971	,664.384120621	,488.289771423	,118.726538136	,1073.83511987	,807.69823734	,1285.69987835	,468.388332633	,0.0952634990105	,609.97698968	,111.713124535	,983.164275442	,459.847709579	,
	,Real	,488.384651573	,655.999452183	,119.900320338	,1103.89473568	,488.384651573	,833.56237312	,1341.38723173	,0.0171056672467	,662.032475278	,488.384651573	,119.420347153	,1088.02164925	,825.563899001	,1327.02822716	,488.384651573	,0.100270406043	,647.195131876	,119.138645763	,1049.4089326	,488.384651573	,
139  La  [ He ] 	,Tested	,37.4471074699	,22.5278796929	,13.7254057424	,35.505726118	,38.1323010477	,21.45240472	,180.938013977	,0.00163695159543	,22.6573552297	,38.0000404833	,13.5941961551	,34.5380014906	,20.4872420822	,170.296419107	,36.2841552517	,0.00732370027299	,20.7924067636	,12.6283338358	,30.9348454329	,35.7382255955	,
	,Real	,37.4471074699	,22.4444098279	,13.6062800643	,35.0182367947	,37.4471074699	,21.0034651141	,176.905130445	,0.00160133773055	,22.2227204346	,37.4471074699	,13.4867998139	,34.5538571914	,20.6977043617	,173.877792786	,37.4471074699	,0.00763165111207	,21.8369162799	,13.3225492823	,32.6272620052	,37.4471074699	,
140  Ce  [ He ] 	,Tested	,84.4508057437	,49.0001318327	,34.6855347493	,64.8896257079	,85.9177310269	,43.9723515969	,424.344736709	,0.00414023581072	,49.9000083317	,85.9812981202	,34.9483223445	,63.2521781558	,42.3222329401	,400.975375503	,82.0412724761	,0.0154117722703	,46.0985386048	,32.4201855335	,58.0312541141	,80.530189332	,
	,Real	,84.4508057437	,48.8853643491	,34.4467151901	,64.0990802916	,84.4508057437	,43.0537267088	,414.498492185	,0.00404263699386	,48.8119718096	,84.4508057437	,34.5443238632	,63.0398537922	,42.6002456717	,408.076688596	,84.4508057437	,0.0160310490617	,48.3710994304	,34.2007921576	,61.2422013659	,84.4508057437	,
141  Pr  [ He ] 	,Tested	,10.2884621306	,6.06571855526	,4.70076675632	,7.21163681403	,10.2191627429	,4.78473386604	,54.1082219646	,0.000492574207951	,6.05818361803	,10.1679016096	,4.69901932636	,6.89427680843	,4.55883894449	,50.70801357	,9.71500782415	,0.00212192894469	,5.58298492118	,4.29750041234	,6.53074649017	,9.53770034034	,
